ID;QUERY;CAT;DIFFICULTY;INT-ID;REL;EQV;COMMENT;;;;;;;;
ysqle-trec-2013-43-2;gun violence on us campus;ConQ;1;0;3;;;gun violence;on;https://en.wikipedia.org/wiki/United_States;campus;;;;
ysqle-trec-2013-43-1;gun violence on us college campus;ConQ;1;0;3;;;gun violence;on;https://en.wikipedia.org/wiki/United_States;college campus;;;;
ysqle-trec-2013-42-1;gun violence us campuses;ConQ;1;0;3;;;gun violence;https://en.wikipedia.org/wiki/United_States;campuses;;;;;
ysqle-yahoo-516-13;gymboree baby clothes;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Gymboree;baby clothes;;;;;;
ysqle-yahoo-321-4;hamilton beach coffeemaker;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Hamilton_Beach_Brands;coffeemaker;;;;;;
esdbpediav2-INEX_XER-143;hanseatic league in germany in the netherlands circle;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Hanseatic_League;in;https://en.wikipedia.org/wiki/Germany;in the;https://en.wikipedia.org/wiki/Netherlands;circle;;
ysqle-trec-2012-88-1;hermetic sealing services;CatQ, SolEnQ;5;0;3;;;hermetic sealing services;;;;;;;
esdbpediav2-SemSearch_LS-16;hijackers in the september 11 attacks;CatQ, SolEnQ;3;0;3;;;hijackers;in the;https://en.wikipedia.org/wiki/September_11_attacks;;;;;
ysqle-trec-2010-32-1;history games;CatQ, SolEnQ;5;0;3;;;history games;;;;;;;
ysqle-trec-2013-70-1;hiv africa charity;ConQ;1;0;3;;;hiv;https://en.wikipedia.org/wiki/Africa;charity;;;;;
ysqle-trec-2013-70-1;hiv africa charity;ConQ;1;1;1;;;hiv;https://en.wikipedia.org/wiki/Africa,_Ohio;charity;;;;;
ysqle-trec-2013-70-1;hiv africa charity;ConQ;1;2;1;;;hiv;https://en.wikipedia.org/wiki/Africa,_Indiana;charity;;;;;
ysqle-trec-2013-70-2;hiv africa charity donate;ConQ;1;0;3;;;hiv;https://en.wikipedia.org/wiki/Africa,_Indiana;charity donate;;;;;
ysqle-trec-2013-70-2;hiv africa charity donate;ConQ;1;1;1;;;hiv;https://en.wikipedia.org/wiki/Africa,_Ohio;charity donate;;;;;
ysqle-trec-2013-70-2;hiv africa charity donate;ConQ;1;2;1;;;hiv;https://en.wikipedia.org/wiki/Africa,_Indiana;charity donate;;;;;
ysqle-trec-2013-70-0;hiv africa charity medicine;ConQ;1;0;3;;;hiv;https://en.wikipedia.org/wiki/Africa,_Indiana;charity;medicine;;;;
ysqle-trec-2013-70-0;hiv africa charity medicine;ConQ;1;1;1;;;hiv;https://en.wikipedia.org/wiki/Africa,_Ohio;charity;medicine;;;;
ysqle-trec-2013-70-0;hiv africa charity medicine;ConQ;1;2;1;;;hiv;https://en.wikipedia.org/wiki/Africa,_Indiana;charity;medicine;;;;
ysqle-trec-2013-126-0;hiv aids prevention cure charities in africa;CatQ, SolEnQ;5;0;3;;;hiv;aids;prevention cure charities;in;https://en.wikipedia.org/wiki/Africa,_Indiana;;;
ysqle-trec-2013-126-0;hiv aids prevention cure charities in africa;CatQ, SolEnQ;5;1;1;;;hiv;aids;prevention cure charities;in;https://en.wikipedia.org/wiki/Africa,_Ohio;;;
ysqle-trec-2013-126-0;hiv aids prevention cure charities in africa;CatQ, SolEnQ;5;2;1;;;hiv;aids;prevention cure charities;in;https://en.wikipedia.org/wiki/Africa,_Indiana;;;
ysqle-trec-2010-112-1;hotels rincon puerto rico;CatQ, SolEnQ;5;0;3;;;hotels;https://en.wikipedia.org/wiki/Rinc%C3%B3n,_Puerto_Rico;;;;;;
esdbpediav2-SemSearch_LS-17;houses of the russian parliament;CatQ, SolEnQ;3;0;3;1;;houses;of the;https://en.wikipedia.org/wiki/Federal_Assembly_(Russia);;;;;
esdbpediav2-SemSearch_LS-17;houses of the russian parliament;CatQ, SolEnQ;3;1;3;0;;houses;of the;https://en.wikipedia.org/wiki/Russia;parliament;;;;
esdbpediav2-INEX_XER-63;hugo awarded best novels;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Hugo_Award;awarded;best novels;;;;;
esdbpediav2-INEX_XER-94;hybrid cars sold in europe;CatQ, SolEnQ;5;0;3;;;hybrid cars;sold in;https://en.wikipedia.org/wiki/Europe;;;;;
ysqle-trec-2013-47-2;illegal beverages;CatQ, SolEnQ;5;0;3;;;illegal beverages;;;;;;;
esdbpediav2-QALD2_te-89;in which city was the former dutch queen juliana buried;QQ, SolEnQ;3;0;3;;;in which;city;was the;former;https://en.wikipedia.org/wiki/Netherlands;https://en.wikipedia.org/wiki/Juliana_of_the_Netherlands;buried;
esdbpediav2-QALD2_tr-10;in which country does the nile start;QQ, SolEnQ;3;0;3;;;in which;country;does the;https://en.wikipedia.org/wiki/Nile;start;;;
esdbpediav2-QALD2_tr-22;in which country is the limerick lake;QQ, SolEnQ;3;0;3;;;in which;country;is the;https://en.wikipedia.org/wiki/Limerick_Lake;;;;
esdbpediav2-QALD2_tr-85;in which films did julia roberts as well as richard gere play;CatQ, QQ, SolEnQ;3;0;3;;;in which;films;did;https://en.wikipedia.org/wiki/Julia_Roberts;as well as;https://en.wikipedia.org/wiki/Richard_Gere;play;
esdbpediav2-QALD2_tr-25;in which films directed by garry marshall was julia roberts starring;CatQ, QQ, SolEnQ;3;0;3;;;in which;films;directed by;https://en.wikipedia.org/wiki/Garry_Marshall;was;https://en.wikipedia.org/wiki/Julia_Roberts;starring;
esdbpediav2-QALD2_te-34;in which military conflicts did lawrence of arabia participate;CatQ, QQ, SolEnQ;3;0;3;;;in which;military conflicts;did;https://en.wikipedia.org/wiki/T._E._Lawrence;participate;;;
esdbpediav2-QALD2_tr-82;in which programming language is gimp written;QQ, SolEnQ;3;0;3;;;in which;programming language;is;https://en.wikipedia.org/wiki/GIMP;written;;;
esdbpediav2-QALD2_te-72;in which us state is area 51 located;QQ, SolEnQ;3;0;3;;;in which;https://en.wikipedia.org/wiki/United_States_of_America;state;is;https://en.wikipedia.org/wiki/Area_51;located;;
esdbpediav2-QALD2_te-48;in which uk city are the headquarters of the mi6;QQ, SolEnQ;3;0;3;;;in which;https://en.wikipedia.org/wiki/United_Kingdom;city;are the;headquarters;of the;https://en.wikipedia.org/wiki/Secret_Intelligence_Service;
esdbpediav2-INEX_LD-2012351;indian cuisine dish rice dhal vegetables roti papad;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/India;cuisine dish;rice;dhal;vegetables;roti;papad;
ysqle-yahoo-192-2;international sports;CatQ, SolEnQ;5;0;3;;;international sports;;;;;;;
ysqle-trec-2013-34-0;internet phone services;CatQ, SolEnQ;5;0;3;;;internet phone services;;;;;;;
ysqle-trec-2013-34-1;internet phone services review;ConQ;1;0;3;;;internet phone services;review;;;;;;
esdbpediav2-INEX_LD-2012367;invented telescope;ConQ, SolEnQ;3;0;3;;;invented telescope;;;;;;;
ysqle-trec-2010-10-1;iron supplements;ConQ, SolEnQ;5;0;3;;;iron supplements;;;;;;;
esdbpediav2-INEX_XER-116;italian nobel prize winners;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Italy;https://en.wikipedia.org/wiki/Nobel_Prize;winners;;;;;
ysqle-trec-2011-68-2;jack nicholson and his co stars;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Jack_Nicholson;and his;co stars;;;;;
ysqle-trec-2011-68-2;jack nicholson and his co stars;CatQ, SolEnQ;5;1;2;;;https://en.wikipedia.org/wiki/Jack_Nicholson_(footballer);and his;co stars;;;;;
ysqle-trec-2011-68-1;jack nicholson co stars;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Jack_Nicholson;co stars;;;;;;
ysqle-trec-2011-68-1;jack nicholson co stars;CatQ, SolEnQ;5;1;2;;;https://en.wikipedia.org/wiki/Jack_Nicholson_(footballer);co stars;;;;;;
esdbpediav2-INEX_XER-136;japanese players in major league baseball;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Japan;players;in;https://en.wikipedia.org/wiki/Major_League_Baseball;;;;
ysqle-yahoo-20-3;jc penney curtains;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/J._C._Penney;curtains;;;;;;
esdbpediav2-INEX_LD-2012313;john turturro 1991 coen brothers film;ConQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/John_Turturro;1991;https://en.wikipedia.org/wiki/Coen_brothers;film;;;;
ysqle-trec-2013-18-0;jp morgan chase data centers;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/JPMorgan_Chase;data centers;;;;;;
ysqle-trec-2013-17-0;jp morgan data centers;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/JPMorgan_Chase;data centers;;;;;;
ysqle-trec-2013-17-3;jp morgan largest data center;ConQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/JPMorgan_Chase;largest;data center;;;;;
ysqle-trec-2013-99-0;kansas attractions;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Kansas;attractions;;;;;;
ysqle-trec-2013-99-0;kansas attractions;CatQ, SolEnQ;5;1;2;;;https://en.wikipedia.org/wiki/Kansas,_Alabama;attractions;;;;;;
ysqle-trec-2013-99-0;kansas attractions;CatQ, SolEnQ;5;2;2;;;https://en.wikipedia.org/wiki/Kansas,_Georgia;attractions;;;;;;
ysqle-trec-2013-99-0;kansas attractions;CatQ, SolEnQ;5;3;2;;;https://en.wikipedia.org/wiki/Kansas,_Illinois;attractions;;;;;;
ysqle-trec-2013-99-0;kansas attractions;CatQ, SolEnQ;5;4;2;;;https://en.wikipedia.org/wiki/Kansas,_Kentucky;attractions;;;;;;
ysqle-trec-2013-99-0;kansas attractions;CatQ, SolEnQ;5;5;2;;;https://en.wikipedia.org/wiki/Kansas,_Ohio;attractions;;;;;;
ysqle-trec-2013-99-0;kansas attractions;CatQ, SolEnQ;5;6;2;;;https://en.wikipedia.org/wiki/Kansas,_Oklahoma;attractions;;;;;;
ysqle-trec-2013-13-1;kansas city airport hotels;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Kansas_City,_Missouri;airport hotels;;;;;;
ysqle-trec-2013-13-1;kansas city airport hotels;CatQ, SolEnQ;5;1;3;;;https://en.wikipedia.org/wiki/Kansas_City,_Kansas;airport hotels;;;;;;
ysqle-trec-2013-13-1;kansas city airport hotels;CatQ, SolEnQ;5;2;3;;;https://en.wikipedia.org/wiki/Kansas_City,_Oregon;;;;;;;
ysqle-trec-2013-13-2;kansas city casino;ConQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Kansas_City,_Missouri;casino;;;;;;
ysqle-trec-2013-13-2;kansas city casino;ConQ, SolEnQ;5;1;3;;;https://en.wikipedia.org/wiki/Kansas_City,_Kansas;casino;;;;;;
ysqle-trec-2013-13-2;kansas city casino;ConQ, SolEnQ;5;2;3;;;https://en.wikipedia.org/wiki/Kansas_City,_Oregon;casino;;;;;;
ysqle-trec-2013-13-4;kansas city state parks;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Kansas_City,_Missouri;state parks;;;;;;
ysqle-trec-2013-13-4;kansas city state parks;CatQ, SolEnQ;5;1;3;;;https://en.wikipedia.org/wiki/Kansas_City,_Kansas;state parks;;;;;;
ysqle-trec-2013-13-4;kansas city state parks;CatQ, SolEnQ;5;2;3;;;https://en.wikipedia.org/wiki/Kansas_City,_Oregon;state parks;;;;;;
ysqle-trec-2013-13-3;kansas city zoo;ConQ, LQ;2;0;3;3;;https://en.wikipedia.org/wiki/Kansas_City,_Missouri;zoo;;;;;;
ysqle-trec-2013-13-3;kansas city zoo;ConQ, LQ;2;1;2;;;https://en.wikipedia.org/wiki/Kansas_City,_Kansas;zoo;;;;;;
ysqle-trec-2013-13-3;kansas city zoo;ConQ, LQ;2;2;2;;;https://en.wikipedia.org/wiki/Kansas_City,_Oregon;zoo;;;;;;
ysqle-trec-2013-13-3;kansas city zoo;ConQ, LQ;2;3;3;0;;https://en.wikipedia.org/wiki/Kansas_City_Zoo;;;;;;;
esdbpediav2-INEX_LD-2012345;kennedy assassination governor of texas seriously injured;ConQ;3;0;3;;;https://en.wikipedia.org/wiki/Assassination_of_John_F._Kennedy;governor of;https://en.wikipedia.org/wiki/Texas;seriously injured;;;;
esdbpediav2-SemSearch_LS-19;kenyas captain in cricket;ConQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Kenya;captain;in;cricket;;;;
esdbpediav2-SemSearch_LS-20;kublai khan siblings;CatQ, RQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/Kublai_Khan;siblings;;;;;;
ysqle-trec-2012-11-7;kursk 2000 countries express regret;CatQ, SolEnQ;3;0;3;1;;https://en.wikipedia.org/wiki/Kursk_submarine_disaster;countries;express regret;;;;;
ysqle-trec-2012-11-7;kursk 2000 countries express regret;CatQ, SolEnQ;3;1;3;0;;https://en.wikipedia.org/wiki/Russian_submarine_Kursk_(K-141);2000;countries;express regret;;;;
ysqle-trec-2012-11-6;kursk countries express regret;CatQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/Kursk_submarine_disaster;countries;express regret;;;;;
ysqle-trec-2012-11-8;kursk uk subs in area;CatQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/Kursk_submarine_disaster;https://en.wikipedia.org/wiki/United_Kingdom;subs in area;;;;;
ysqle-yahoo-47-2;la grange tx funeral homes;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/La_Grange,_Texas;funeral homes;;;;;;
ysqle-trec-2011-26-2;lake murray largest fish;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Lake_Murray_(Papua_New_Guinea);largest fish;;;;;;
ysqle-trec-2011-26-2;lake murray largest fish;ConQ;2;1;3;;;https://en.wikipedia.org/wiki/Lake_Murray_(South_Carolina);largest fish;;;;;;
ysqle-trec-2011-26-2;lake murray largest fish;ConQ;2;2;3;;;https://en.wikipedia.org/wiki/Lake_Murray_(Oklahoma);largest fish;;;;;;
ysqle-trec-2011-26-2;lake murray largest fish;ConQ;2;3;3;;;https://en.wikipedia.org/wiki/Lake_Murray_(California);largest fish;;;;;;
esdbpediav2-INEX_LD-2012323;large glaciers island nation langjokull hofsjokull vatnajokull;ConQ, SolEnQ;2;0;3;;;large glaciers;island nation;https://en.wikipedia.org/wiki/Langj%C3%B6kull;https://en.wikipedia.org/wiki/Hofsj%C3%B6kull;https://en.wikipedia.org/wiki/Vatnaj%C3%B6kull;;;
ysqle-trec-2011-60-4;largest meat eating marsupial;ConQ;1;0;3;;;largest meat eating marsupial;;;;;;;
ysqle-yahoo-44-1;laxatives;CatQ, SolEnQ;5;0;3;;;laxatives;;;;;;;
esdbpediav2-QALD2_te-40;list all boardgames by gmt;CatQ, SolEnQ;5;0;3;;;list all;boardgames;by;https://en.wikipedia.org/wiki/GMT_Games;;;;
esdbpediav2-QALD2_tr-57;list all episodes of the first season of the hbo television series the sopranos;CatQ, SolEnQ;3;0;3;;;list all;episodes;of the;first season;of the;https://en.wikipedia.org/wiki/HBO;television series;https://en.wikipedia.org/wiki/The_Sopranos
esdbpediav2-INEX_XER-86;list of countries in world war two;CatQ, SolEnQ;5;0;3;;;list of;countries;in;https://en.wikipedia.org/wiki/World_War_II;;;;
esdbpediav2-INEX_LD-2010043;list of films from the surrealist category;CatQ, SolEnQ;5;0;3;;;list of;films;from the;surrealist category;;;;
esdbpediav2-QALD2_te-76;list the children of margaret thatcher;CatQ, RQ, SolEnQ;3;0;3;;;list the;children;of;https://en.wikipedia.org/wiki/Margaret_Thatcher;;;;
ysqle-yahoo-507-0;little rascals cast;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/The_Little_Rascals_(film);cast;;;;;;
ysqle-yahoo-507-0;little rascals cast;CatQ, SolEnQ;5;1;1;;;https://en.wikipedia.org/wiki/The_Little_Rascals_(animated_TV_series);cast;;;;;;
ysqle-yahoo-507-0;little rascals cast;CatQ, SolEnQ;5;2;1;;;https://en.wikipedia.org/wiki/The_Little_Rascals_Save_the_Day;;;;;;;
ysqle-yahoo-507-0;little rascals cast;CatQ, SolEnQ;5;3;2;;;https://en.wikipedia.org/wiki/Our_Gang;;;;;;;
esdbpediav2-INEX_XER-132;living nordic classical composers;CatQ, SolEnQ;5;0;3;;;living;https://en.wikipedia.org/wiki/Nordic_countries;classical composers;;;;;
ysqle-trec-2011-61-1;longest serving federal reserve chairman;ConQ, SolEnQ;3;0;3;;;longest serving;https://en.wikipedia.org/wiki/Federal_Reserve;chairman;;;;;
ysqle-trec-2010-24-0;low cost internet providers;CatQ, SolEnQ;5;0;3;;;low cost;internet providers;;;;;;
ysqle-yahoo-44-0;lunette menstrual cup;ConQ;1;0;3;;;https://www.lunette.com/;menstrual cup;;;;;;
esdbpediav2-INEX_XER-73;magazines about indie music;CatQ, SolEnQ;5;0;3;;;magazines;about;https://en.wikipedia.org/wiki/Independent_music;;;;;
esdbpediav2-SemSearch_LS-22;major leagues in the united states;CatQ, SolEnQ;5;0;3;;;major leagues;in the;https://en.wikipedia.org/wiki/United_States;;;;;
esdbpediav2-INEX_XER-98;makers of lawn tennis rackets;CatQ, SolEnQ;5;0;3;;;makers;of;lawn tennis rackets;;;;;
ysqle-trec-2013-70-4;malaria africa charity donate;ConQ;2;0;3;;;malaria;https://en.wikipedia.org/wiki/Africa;charity donate;;;;;
ysqle-trec-2013-70-4;malaria africa charity donate;ConQ;2;1;1;;;malaria;https://en.wikipedia.org/wiki/Africa,_Ohio;charity donate;;;;;
ysqle-trec-2013-70-4;malaria africa charity donate;ConQ;2;2;1;;;malaria;https://en.wikipedia.org/wiki/Africa,_Indiana;charity donate;;;;;
ysqle-trec-2010-35-1;malware;ConQ;1;0;3;;;malware;;;;;;;
ysqle-trec-2013-20-6;march madness 2012 final four;CatQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/2012_NCAA_Division_I_Men%27s_Basketball_Tournament;final four;;;;;;
ysqle-trec-2013-20-4;march madness 2012 host city;ConQ, SolEnQ;4;0;3;;;https://en.wikipedia.org/wiki/2012_NCAA_Division_I_Men%27s_Basketball_Tournament;host city;;;;;;
ysqle-trec-2013-20-5;march madness 2012 host stadium;ConQ, SolEnQ;4;0;3;;;https://en.wikipedia.org/wiki/2012_NCAA_Division_I_Men%27s_Basketball_Tournament;host stadium;;;;;;
ysqle-trec-2013-20-2;march madness 2012 winning team;ConQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/2012_NCAA_Division_I_Men%27s_Basketball_Tournament;winning team;;;;;;
ysqle-trec-2011-60-8;marsupial cartoon character;ConQ;1;0;3;;;marsupial;cartoon character;;;;;;
ysqle-trec-2011-60-5;marsupial outside australia;ConQ;1;0;3;;;marsupial;outside;https://en.wikipedia.org/wiki/Australia;;;;;
ysqle-trec-2011-60-5;marsupial outside australia;ConQ;1;1;1;;;marsupial;outside;https://en.wikipedia.org/wiki/Australia,_Cuba;;;;;
ysqle-trec-2011-60-5;marsupial outside australia;ConQ;1;2;1;;;marsupial;outside;https://en.wikipedia.org/wiki/Australia,_Mississippi;;;;;
ysqle-trec-2011-60-3;marsupials;ConQ;1;0;3;;;marsupials;;;;;;;
ysqle-trec-2011-59-1;marsupials cartoon;ConQ;1;0;3;;;marsupials;cartoon;;;;;;
esdbpediav2-SemSearch_LS-24;matt berry tv series;ConQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Matt_Berry;tv series;;;;;;
esdbpediav2-TREC_Entity-18;members of the band jefferson airplane;CatQ, SolEnQ;3;0;3;;;members;of the;band;https://en.wikipedia.org/wiki/Jefferson_Airplane;;;;
esdbpediav2-TREC_Entity-9;members of the beaux arts trio;CatQ, SolEnQ;3;0;3;;;members;of the;https://en.wikipedia.org/wiki/Beaux_Arts_Trio;;;;;
ysqle-trec-2012-37-0;merck lobbyists;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Merck_Group;lobbyists;;;;;;
ysqle-trec-2012-37-0;merck lobbyists;CatQ, SolEnQ;5;1;3;;;https://en.wikipedia.org/wiki/Merck_%26_Co.;lobbyists;;;;;;
ysqle-yahoo-371-2;merrell shoes;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Merrell_(company);shoes;;;;;;
ysqle-yahoo-163-0;mexican mayor killed;ConQ;2;0;3;;;https://en.wikipedia.org/wiki/Mexico;mayor killed;;;;;;
ysqle-yahoo-248-12;miss universe;ConQ, LQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Miss_Universe;;;;;;;
ysqle-trec-2013-42-2;most deadly type of gun in gun violence;ConQ;1;0;3;;;most deadly;type of;gun;in;gun violence;;;
esdbpediav2-INEX_LD-2012361;most famous award winning actor singer;ConQ, SolEnQ;5;0;3;;;most famous;award winning actor;singer;;;;;
esdbpediav2-INEX_LD-2012369;most famous civic-military airports;CatQ, SolEnQ;5;0;3;;;most famous;civic-military;airports;;;;;
ysqle-trec-2013-42-0;most violent gun violence events;CatQ, SolEnQ;5;0;3;;;most violent;gun;violence events;;;;;
erd14-TREC-54;mothers day songs;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Mother%27s_Day;songs;;;;;;
erd14-TREC-54;mothers day songs;CatQ, SolEnQ;5;1;2;;;https://en.wikipedia.org/wiki/Mother%27s_Day_(1980_film);songs;;;;;;
erd14-TREC-54;mothers day songs;CatQ, SolEnQ;5;2;2;;;https://en.wikipedia.org/wiki/Mother%27s_Day_(1989_film);songs;;;;;;
erd14-TREC-54;mothers day songs;CatQ, SolEnQ;5;3;2;;;https://en.wikipedia.org/wiki/Mother%27s_Day_(1993_film);songs;;;;;;
erd14-TREC-54;mothers day songs;CatQ, SolEnQ;5;4;2;;;https://en.wikipedia.org/wiki/Mother%27s_Day_(2010_film);songs;;;;;;
erd14-TREC-54;mothers day songs;CatQ, SolEnQ;5;5;2;;;https://en.wikipedia.org/wiki/Mother%27s_Day_(2016_film);songs;;;;;;
esdbpediav2-INEX_LD-2012381;movie directors directed a block buster;CatQ, SolEnQ;5;0;3;;;movie directors;directed;a;block buster;;;;
ysqle-yahoo-490-0;movie theaters kalamazoo mi;CatQ, SolEnQ;3;0;3;;;movie theaters;https://en.wikipedia.org/wiki/Kalamazoo,_Michigan;;;;;;
esdbpediav2-INEX_XER-81;movies about english hooligans;CatQ, SolEnQ;5;0;3;;;movies;about;https://en.wikipedia.org/wiki/England;hooligans;;;;
esdbpediav2-SemSearch_LS-26;movies starring erykah badu;CatQ, SolEnQ;5;0;3;;;movies;starring;https://en.wikipedia.org/wiki/Erykah_Badu;;;;;
esdbpediav2-INEX_XER-122;movies with eight or more academy awards;CatQ, SolEnQ;5;0;3;;;movies;with;eight;or more;https://en.wikipedia.org/wiki/Academy_Awards;;;
ysqle-yahoo-143-0;mp3 players;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/MP3;players;;;;;;
esdbpediav2-INEX_LD-20120531;music conferences;CatQ, SolEnQ;5;0;3;;;music conferences;;;;;;;
esdbpediav2-INEX_XER-117;musicians who appeared in the blues brothers movies;CatQ, SolEnQ;5;0;3;;;musicians;who;appeared in;https://en.wikipedia.org/wiki/The_Blues_Brothers;movies;;;
esdbpediav2-INEX_XER-109;national capitals situated on islands;CatQ, SolEnQ;5;0;3;;;national capitals;situated;on;islands;;;;
esdbpediav2-INEX_XER-138;national parks east coast canada us;CatQ, SolEnQ;5;0;3;;;national parks;east coast;https://en.wikipedia.org/wiki/Canada;https://en.wikipedia.org/wiki/United_States;;;;
esdbpediav2-SemSearch_LS-29;nations where portuguese is an official language;CatQ, SolEnQ;3;0;3;;;nations;where;https://en.wikipedia.org/wiki/Portuguese_language;is an;official language;;;
esdbpediav2-INEX_XER-62;neil gaiman novels;CatQ, SolEnQ;3;0;3;;;https://en.wikipedia.org/wiki/Neil_Gaiman;novels;;;;;;
ysqle-trec-2010-4-0;neil young albums;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Neil_Young;albums;;;;;;
ysqle-trec-2010-23-1;new ps 2 games;CatQ, SolEnQ;5;0;3;;;new;https://en.wikipedia.org/wiki/PlayStation_2;games;;;;;
ysqle-yahoo-510-1;new release dvd;ConQ, SolEnQ;5;0;3;;;new release;https://en.wikipedia.org/wiki/DVD;;;;;;
ysqle-trec-2011-28-0;nicknames what are;ConQ;1;0;3;;;nicknames;what are;;;;;;
esdbpediav2-INEX_XER-110;nobel prize in literature winners who were also poets;CatQ, SolEnQ;5;0;3;1;;https://en.wikipedia.org/wiki/Nobel_Prize_in_Literature;winners;who were also;poets;;;;
esdbpediav2-INEX_XER-110;nobel prize in literature winners who were also poets;CatQ, SolEnQ;5;1;3;0;;https://en.wikipedia.org/wiki/Nobel_Prize;in literature;winners;who were also;poets;;;
ysqle-yahoo-140-4;nobel winner dies;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/Nobel_Prize;winner;dies;;;;;
esdbpediav2-INEX_XER-106;noble english person from the hundred years war;CatQ, SolEnQ;5;0;3;;;noble;https://en.wikipedia.org/wiki/England;person;from the;https://en.wikipedia.org/wiki/Hundred_Years%27_War;;;
ysqle-trec-2011-60-1;non-extinct marsupials;ConQ;1;0;3;;;non-extinct marsupials;;;;;;;
esdbpediav2-INEX_XER-88;nordic authors who are known for childrens literature;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Nordic_countries;authors;who;are known;for;childrens literature;;
esdbpediav2-INEX_LD-2012305;north dakotas lowest river of another colour;ConQ;4;0;3;;;https://en.wikipedia.org/wiki/North_Dakota;lowest river;colour;;;;;
ysqle-yahoo-246-0;north korean assassination weapons;ConQ;1;0;3;;;https://en.wikipedia.org/wiki/North_Korea;assassination weapons;;;;;;
ysqle-yahoo-417-0;notebook;ConQ;1;0;3;;;notebook;;;;;;;
esdbpediav2-INEX_XER-124;novels that won the booker prize;CatQ, SolEnQ;5;0;3;;;novels;that won the;https://en.wikipedia.org/wiki/Booker_Prize;;;;;
ysqle-trec-2013-39-1;number of suny colleges;ConQ;1;0;3;;;number of;https://en.wikipedia.org/wiki/State_University_of_New_York;colleges;;;;;
ysqle-trec-2010-118-1;obama family;RQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Family_of_Barack_Obama;;;;;;;
ysqle-trec-2010-102-1;obamas mother;RQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Family_of_Barack_Obama;;;;;;;
ysqle-trec-2010-59-1;ocd famous sufferers;CatQ, SolEnQ;5;0;3;;;ocd;famous sufferers;;;;;;
esdbpediav2-INEX_XER-60;olympic classes dinghy sailing;ConQ;1;0;3;;;olympic classes;dinghy sailing;;;;;;
esdbpediav2-INEX_XER-100;operating systems to which steve jobs related;CatQ, SolEnQ;4;0;3;;;operating systems;to which;https://en.wikipedia.org/wiki/Steve_Jobs;related;;;;
esdbpediav2-SemSearch_LS-30;orders (or choirs) of angels;ConQ;1;0;3;;;order;(or choirs);of;angels;;;;
ysqle-trec-2010-18-1;organization dog adoption;ConQ, SolEnQ;5;0;3;;;organization;dog adoption;;;;;;
esdbpediav2-TREC_Entity-6;organizations that award nobel prizes;CatQ, SolEnQ;5;0;3;;;organizations;that;award;https://en.wikipedia.org/wiki/Nobel_Prize;;;;
esdbpediav2-SemSearch_ES-67;ovguide movies;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/OVGuide;movies;;;;;;
esdbpediav2-INEX_XER-65;pacific navigators australia explorers;CatQ, SolEnQ;5;0;3;;;https://en.wikipedia.org/wiki/Pacific_Ocean;navigators;https://en.wikipedia.org/wiki/Australia;explorers;;;;
