ID;TASK;QUERY;CAT;DIFFICULTY;MENTION#0;URL#0;RELEVANCE#0;MENTION#1;URL#1;RELEVANCE#1;MENTION#2;URL#2;RELEVANCE#2;MENTION#3;URL#3;RELEVANCE#3;MENTION#4;URL#4;RELEVANCE#4;MENTION#5;URL#5;RELEVANCE#5;MENTION#6;URL#6;RELEVANCE#6;MENTION#7;URL#7;RELEVANCE#7;MENTION#8;URL#8;RELEVANCE#8;MENTION#9;URL#9;RELEVANCE#9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-092;exer;caroline rhea stand-up comedy program;ConQ;1;caroline rhea;https://en.wikipedia.org/wiki/Caroline_Rhea;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-092;imer;caroline rhea stand-up comedy program;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-093;exer;john rhea us congress;ConQ;2;john rhea;https://en.wikipedia.org/wiki/John_Rhea;2;us congress;https://en.wikipedia.org/wiki/United_States_Congress;2;john rhea;https://en.wikipedia.org/wiki/John_Stockdale_Rhea;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-093;imer;john rhea us congress;ConQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-094;exer;the scorpion live at the cadillac club;ConQ;1;the scorpion;https://en.wikipedia.org/wiki/The_Scorpion_(album);2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-094;imer;the scorpion live at the cadillac club;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-095;exer;the little mermaid written by hans christian andersen;ConQ;1;the little mermaid;https://en.wikipedia.org/wiki/The_Little_Mermaid;2;hans christian andersen;https://en.wikipedia.org/wiki/Hans_Christian_Andersen;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-095;imer;the little mermaid written by hans christian andersen;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-096;exer;the little mermaid by disney;ConQ;2;the little mermaid;https://en.wikipedia.org/wiki/The_Little_Mermaid_(1989_film);2;disney;https://en.wikipedia.org/wiki/Walt_Disney_Animation_Studios;2;the little mermaid;https://en.wikipedia.org/wiki/The_Little_Mermaid_(franchise);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-096;imer;the little mermaid by disney;ConQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-097;exer;urania greek mythology;ConQ;1;urania;https://en.wikipedia.org/wiki/Urania;2;greek;https://en.wikipedia.org/wiki/Greece;2;greek mythology;https://en.wikipedia.org/wiki/Greek_mythology;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-097;imer;urania greek mythology;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-098;exer;wink davenport american volleyball;ConQ;1;wink davenport;https://en.wikipedia.org/wiki/Wink_Davenport;2;american;https://en.wikipedia.org/wiki/United_States;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-098;imer;wink davenport american volleyball;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-099;exer;wink martindale;LQ;2;wink martindale;https://en.wikipedia.org/wiki/Wink_Martindale;2;wink martindale;https://en.wikipedia.org/wiki/Don_Martindale;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-099;imer;wink martindale;LQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-100;exer;chris wink blue man group;ConQ;1;chris wink;https://en.wikipedia.org/wiki/Chris_Wink;2;blue man group;https://en.wikipedia.org/wiki/Blue_Man_Group;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-100;imer;chris wink blue man group;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-101;exer;xanadu starring olivia newton-john;ConQ;1;xanadu;https://en.wikipedia.org/wiki/Xanadu_(film);2;olivia newton-john;https://en.wikipedia.org/wiki/Olivia_Newton-John;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-101;imer;xanadu starring olivia newton-john;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-102;exer;xanadu starring kerry butler broadway;ConQ;1;xanadu;https://en.wikipedia.org/wiki/Xanadu_(musical);2;kerry butler;https://en.wikipedia.org/wiki/Kerry_Butler;2;broadway;https://en.wikipedia.org/wiki/Broadway_theatre;2;broadway;https://en.wikipedia.org/wiki/Broadway_(Manhattan);1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-102;imer;xanadu starring kerry butler broadway;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-103;exer;xanadu recorded by rush;ConQ;1;xanadu;https://en.wikipedia.org/wiki/Xanadu_(Rush_song);2;rush;https://en.wikipedia.org/wiki/Rush_(band);2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-103;imer;xanadu recorded by rush;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-104;exer;xanadu records jazz music;ConQ;1;xanadu records;https://en.wikipedia.org/wiki/Xanadu_Records;2;jazz;https://en.wikipedia.org/wiki/Jazz;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-104;imer;xanadu records jazz music;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-105;exer;lets play of xanadu;ConQ;1;xanadu;https://en.wikipedia.org/wiki/Xanadu_(video_game);2;lets play;https://en.wikipedia.org/wiki/Let%27s_Play;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-105;imer;lets play of xanadu;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-106;exer;beagle 2 mars express;ConQ;1;beagle 2;https://en.wikipedia.org/wiki/Beagle_2;2;mars express;https://en.wikipedia.org/wiki/Mars_Express;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-106;imer;beagle 2 mars express;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-107;exer;beagle aircraft great britian;ConQ;1;beagle aircraft;https://en.wikipedia.org/wiki/Beagle_Aircraft;2;great britian;https://en.wikipedia.org/wiki/Great_Britain;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-107;imer;beagle aircraft great britian;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-108;exer;eos in greek mythology;ConQ;1;eos;https://en.wikipedia.org/wiki/Eos;2;greek;https://en.wikipedia.org/wiki/Greece;2;greek mythology;https://en.wikipedia.org/wiki/Greek_mythology;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-108;imer;eos in greek mythology;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-109;exer;european optical society;LQ;1;european optical society;https://en.wikipedia.org/wiki/European_Optical_Society;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-109;imer;european optical society;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-110;exer;eos american geophysical union;ConQ;1;eos;https://en.wikipedia.org/wiki/Eos_(magazine);2;american geophysical union;https://en.wikipedia.org/wiki/American_Geophysical_Union;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-110;imer;eos american geophysical union;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-111;exer;eos made by canon;ConQ;1;eos;https://en.wikipedia.org/wiki/Canon_EOS;2;canon;https://en.wikipedia.org/wiki/Canon_Inc.;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-111;imer;eos made by canon;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-112;exer;earth observing system nasa;ConQ;1;earth observing system;https://en.wikipedia.org/wiki/Earth_Observing_System;2;nasa;https://en.wikipedia.org/wiki/NASA;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-112;imer;earth observing system nasa;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-113;exer;the globe recorded by big audio dynamite ii;ConQ;2;the globe;https://en.wikipedia.org/wiki/The_Globe_(album);2;the globe;https://en.wikipedia.org/wiki/The_Globe_(song);2;big audio dynamite ii;https://en.wikipedia.org/wiki/Big_Audio_Dynamite;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-113;imer;the globe recorded by big audio dynamite ii;ConQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-114;exer;globe telecom telecommunications philippines;ConQ;1;globe telecom;https://en.wikipedia.org/wiki/Globe_Telecom;2;philippines;https://en.wikipedia.org/wiki/Philippines;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-114;imer;globe telecom telecommunications philippines;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-115;exer;indigo books and music canada;ConQ;1;indigo books and music;https://en.wikipedia.org/wiki/Indigo_Books_and_Music;2;canada;https://en.wikipedia.org/wiki/Canada;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-115;imer;indigo books and music canada;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-116;exer;fahrenheit aka indigo prophecy;ConQ;1;fahrenheit;https://en.wikipedia.org/wiki/Fahrenheit_(2005_video_game);2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-116;imer;fahrenheit aka indigo prophecy;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-117;exer;sepecat jaguar french air force;ConQ;1;sepecat jaguar;https://en.wikipedia.org/wiki/SEPECAT_Jaguar;2;french air force;https://en.wikipedia.org/wiki/French_Air_Force;2;french;https://en.wikipedia.org/wiki/France;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-117;imer;sepecat jaguar french air force;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-118;exer;locust music based in chicago;ConQ;1;locust;https://en.wikipedia.org/wiki/Locust_Music;2;chicago;https://en.wikipedia.org/wiki/Chicago;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-118;imer;locust music based in chicago;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-119;exer;metamorphosis recorded by hilary duff;ConQ;1;metamorphosis;https://en.wikipedia.org/wiki/Metamorphosis_(Hilary_Duff_album);2;hilary duff;https://en.wikipedia.org/wiki/Hilary_Duff;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-119;imer;metamorphosis recorded by hilary duff;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-120;exer;metamorphosis recorded by iron butterfly;ConQ;1;metamorphosis;https://en.wikipedia.org/wiki/Metamorphosis_(Iron_Butterfly_album);2;iron butterfly;https://en.wikipedia.org/wiki/Iron_Butterfly;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-120;imer;metamorphosis recorded by iron butterfly;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-121;exer;mirage recorded by klaus schulze;ConQ;1;mirage;https://en.wikipedia.org/wiki/Mirage_(Klaus_Schulze_album);2;klaus schulze;https://en.wikipedia.org/wiki/Klaus_Schulze;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-121;imer;mirage recorded by klaus schulze;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-122;exer;rancho mirage in riverside county california;ConQ;1;rancho mirage;https://en.wikipedia.org/wiki/Rancho_Mirage,_California;2;riverside county california;https://en.wikipedia.org/wiki/Riverside_County,_California;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-ambient-122;imer;rancho mirage in riverside county california;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-411828140-0;exer;cactus shadows high school;LQ;1;cactus shadows high school;https://en.wikipedia.org/wiki/Cactus_Shadows_High_School;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-411828140-0;imer;cactus shadows high school;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-103873-0;exer;hot wheels for mcdonalds;ConQ;1;hot wheels;https://en.wikipedia.org/wiki/Hot_Wheels;2;mcdonalds;https://en.wikipedia.org/wiki/McDonald%27s;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-103873-0;imer;hot wheels for mcdonalds;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-110596-1;exer;valley childrens hospital;ConQ, LQ;2;valley childrens hospital;https://en.wikipedia.org/wiki/Valley_Children%27s_Hospital;2;valley;https://en.wikipedia.org/wiki/Valley,_Nova_Scotia;1;valley;https://en.wikipedia.org/wiki/Valley,_Bavaria;1;valley;https://en.wikipedia.org/wiki/Valley,_Alabama;1;valley;https://en.wikipedia.org/wiki/Valley,_Nebraska;1;valley;https://en.wikipedia.org/wiki/Valley,_New_Jersey;1;valley;https://en.wikipedia.org/wiki/Valley,_Ohio;1;valley;https://en.wikipedia.org/wiki/Valley,_Providence,_Rhode_Island;1;valley;https://en.wikipedia.org/wiki/Valley,_Washington;1;valley;https://en.wikipedia.org/wiki/Valley,_West_Virginia;1;valley;https://en.wikipedia.org/wiki/Valley,_Wisconsin;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-110596-1;imer;valley childrens hospital;ConQ, LQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-750505330-0;exer;notary mesa college san diego;ConQ;1;mesa college;https://en.wikipedia.org/wiki/San_Diego_Mesa_College;2;san diego;https://en.wikipedia.org/wiki/San_Diego;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-750505330-0;imer;notary mesa college san diego;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1127894949-0;exer;green bay packers;LQ;1;green bay packers;https://en.wikipedia.org/wiki/Green_Bay_Packers;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1127894949-0;imer;green bay packers;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-443938558-0;exer;the brecker brothers;LQ;1;the brecker brothers;https://en.wikipedia.org/wiki/Brecker_Brothers;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-443938558-0;imer;the brecker brothers;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-3735864696-0;exer;gta vice city modding;ConQ;1;gta;https://en.wikipedia.org/wiki/Grand_Theft_Auto;2;gta vice city;https://en.wikipedia.org/wiki/Grand_Theft_Auto:_Vice_City;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-3735864696-0;imer;gta vice city modding;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-98789-2;exer;dodge ram tires rims;ConQ;1;dodge ram;https://en.wikipedia.org/wiki/Ram_Pickup;2;dodge;https://en.wikipedia.org/wiki/Dodge;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-98789-2;imer;dodge ram tires rims;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-110397-1;exer;united states marines world war 2;ConQ;1;united states marines;https://en.wikipedia.org/wiki/United_States_Marine_Corps;2;united states;https://en.wikipedia.org/wiki/United_States;2;world war 2;https://en.wikipedia.org/wiki/World_War_II;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-110397-1;imer;united states marines world war 2;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-2582731305-0;exer;baseball hall of fame;LQ;2;baseball hall of fame;https://en.wikipedia.org/wiki/National_Baseball_Hall_of_Fame_and_Museum;2;baseball hall of fame;https://en.wikipedia.org/wiki/National_College_Baseball_Hall_of_Fame;2;baseball hall of fame;https://en.wikipedia.org/wiki/Baseball_Australia_Hall_of_Fame;2;baseball hall of fame;https://en.wikipedia.org/wiki/Canadian_Baseball_Hall_of_Fame;2;baseball hall of fame;https://en.wikipedia.org/wiki/Caribbean_Baseball_Hall_of_Fame;2;baseball hall of fame;https://en.wikipedia.org/wiki/Cuban_Baseball_Hall_of_Fame;2;baseball hall of fame;https://en.wikipedia.org/wiki/Japanese_Baseball_Hall_of_Fame;2;baseball hall of fame;https://en.wikipedia.org/wiki/Mexican_Professional_Baseball_Hall_of_Fame;2;baseball hall of fame;https://en.wikipedia.org/wiki/Venezuelan_Baseball_Hall_of_Fame_and_Museum;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-2582731305-0;imer;baseball hall of fame;LQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-2765603910-0;exer;great wraps franchising;ConQ;1;great wraps;https://en.wikipedia.org/wiki/Great_Wraps;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-2765603910-0;imer;great wraps franchising;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1005436118-0;exer;elizabethtown the movie;ConQ;1;elizabethtown;https://en.wikipedia.org/wiki/Elizabethtown_(film);2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1005436118-0;imer;elizabethtown the movie;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-497908156-0;exer;sigma gamma rho artwork;ConQ;1;sigma gamma rho;https://en.wikipedia.org/wiki/Sigma_Gamma_Rho;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-497908156-0;imer;sigma gamma rho artwork;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-108715-0;exer;serena williams photo;ConQ;1;serena williams;https://en.wikipedia.org/wiki/Serena_Williams;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-108715-0;imer;serena williams photo;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1549707055-0;exer;budget rent a car logo;ConQ;2;budget rent a car;https://en.wikipedia.org/wiki/Budget_Rent_a_Car;2;logo;https://en.wikipedia.org/wiki/Logo,_Mali;1;logo;https://en.wikipedia.org/wiki/Logo,_Nigeria;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1549707055-0;imer;budget rent a car logo;ConQ;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1049275129-0;exer;level 16 diner dash 2;ConQ;1;diner dash 2;https://en.wikipedia.org/wiki/Diner_Dash_2:_Restaurant_Rescue;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1049275129-0;imer;level 16 diner dash 2;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-2915885954-0;exer;martha stewart new bedford home;ConQ;1;martha stewart;https://en.wikipedia.org/wiki/Martha_Stewart;2;bedford;https://en.wikipedia.org/wiki/Bedford_(town),_New_York;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-2915885954-0;imer;martha stewart new bedford home;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1210936318-0;exer;microsoft word tutorial;ConQ;1;microsoft word;https://en.wikipedia.org/wiki/Microsoft_Word;2;microsoft;https://en.wikipedia.org/wiki/Microsoft;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1210936318-0;imer;microsoft word tutorial;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-103316-0;exer;good news bible;ConQ, LQ;1;good news bible;https://en.wikipedia.org/wiki/Good_News_Bible;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-103316-0;imer;good news bible;ConQ, LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-104362-0;exer;installshield wizard;LQ;1;installshield wizard;https://en.wikipedia.org/wiki/InstallShield;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-104362-0;imer;installshield wizard;LQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-3612074625-0;exer;chicago cubs baseball tickets;ConQ;1;chicago cubs;https://en.wikipedia.org/wiki/Chicago_Cubs;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-3612074625-0;imer;chicago cubs baseball tickets;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1727932149-0;exer;custer south dakota vacation;ConQ;1;custer south dakota;https://en.wikipedia.org/wiki/Custer,_South_Dakota;2;south dakota;https://en.wikipedia.org/wiki/South_Dakota;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
webis-query-speller-1727932149-0;imer;custer south dakota vacation;ConQ;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
