"ID";"QUERY";"CAT";"DIFFICULTY"
"ysqle-trec-2010-64-1";"hosting pampered chef";"ConQ";1
"ysqle-trec-2010-65-1";"biography burnett";"ConQ";2
"ysqle-trec-2010-66-0";"vldl levels";"ConQ";1
"ysqle-trec-2010-66-1";"difference vldl ldl hdl";"ConQ";1
"ysqle-trec-2010-67-0";"martin aircraft";"LQ";2
"ysqle-trec-2010-67-1";"b57";"LQ";3
"ysqle-trec-2010-68-0";"diabetes education";"ConQ";2
"ysqle-trec-2010-68-1";"diabetes educator";"ConQ";2
"ysqle-trec-2010-69-0";"high heart rate blood pressure cholesterol";"ConQ";2
"ysqle-trec-2010-69-1";"high heart rate";"ConQ";1
"ysqle-trec-2010-7-0";"baggage restrictions";"ConQ";1
"ysqle-trec-2010-7-1";"carry-on liquid restrictions";"ConQ";1
"ysqle-trec-2010-71-0";"mitchell college athletics";"ConQ";2
"ysqle-trec-2010-71-1";"mitchell college admissions";"ConQ";2
"ysqle-trec-2010-72-1";"the secret garden adaptations";"CatQ";2
"ysqle-trec-2010-73-1";"inexpensive wedding";"ConQ";1
"ysqle-trec-2010-74-0";"tsa";"LQ";2
"ysqle-trec-2010-75-1";"jobs michigan";"ConQ";2
"ysqle-trec-2010-76-0";"indexed annuity";"ConQ";1
"ysqle-trec-2010-76-1";"indexed annuity pros and cons";"ConQ";1
"ysqle-trec-2010-77-0";"to be or not to be";"LQ";2
"ysqle-trec-2010-77-1";"shakespeare quotes plays";"ConQ";2
"ysqle-trec-2010-78-0";"windows defender reports software problems";"ConQ";1
"ysqle-trec-2010-78-1";"windows defender problems";"ConQ";1
"ysqle-trec-2010-79-0";"printable maps";"ConQ";1
"ysqle-trec-2010-79-1";"atlas";"LQ";2
"ysqle-trec-2010-8-0";"defender game";"CatQ";100
"ysqle-trec-2010-8-1";"defender game online";"CatQ";100
"ysqle-trec-2010-80-0";"courses on designing web sites";"ConQ";1
"ysqle-trec-2010-80-1";"website design";"ConQ";1
"ysqle-trec-2010-81-0";"becoming dj";"ConQ";1
"ysqle-trec-2010-81-1";"dj jobs";"ConQ";1
"ysqle-trec-2010-82-0";"wilson antenna";"LQ";2
"ysqle-trec-2010-82-1";"wilson antenna cb";"LQ";2
"ysqle-trec-2010-83-0";"history crossword";"ConQ";1
"ysqle-trec-2010-83-1";"history word searches";"ConQ";1
"ysqle-trec-2010-84-0";"discovery channel stores";"ConQ";2
"ysqle-trec-2010-84-1";"science toys for kids";"CatQ";100
"ysqle-trec-2010-85-0";"dog heat";"ConQ";1
"ysqle-trec-2010-85-1";"dog heat breeding";"ConQ";1
"ysqle-trec-2010-86-0";"student at mitchell college";"CatQ";100
"ysqle-trec-2010-87-0";"president of the united states email";"ConQ";2
"ysqle-trec-2010-87-1";"president of the united states contact";"ConQ";2
"ysqle-trec-2010-88-0";"rick warren";"LQ";1
"ysqle-trec-2010-88-1";"rick warren debate";"ConQ";2
"ysqle-trec-2010-89-0";"continental plates";"CatQ";2
"ysqle-trec-2010-89-1";"continental drift";"ConQ";1
"ysqle-trec-2010-9-0";"wooden fence";"ConQ";1
"ysqle-trec-2010-9-1";"chain link fence";"ConQ";1
"ysqle-trec-2010-90-0";"safeyouth.org";"LQ";1
"ysqle-trec-2010-90-1";"teen dating violence";"ConQ";1
"ysqle-trec-2010-91-0";"hughes internet";"LQ";2
"ysqle-trec-2010-91-1";"satellite internet providers";"CatQ";100
"ysqle-trec-2010-92-0";"us political map";"ConQ";2
"ysqle-trec-2010-92-1";"us geographic map";"ConQ";2
"ysqle-trec-2010-93-0";"hunting trips in arizona";"ConQ";1
"ysqle-trec-2010-93-1";"hunting regulations in arizona";"ConQ";1
"ysqle-trec-2010-94-0";"disneyland hotel";"CatQ";2
"ysqle-trec-2010-94-1";"disneyland hotel reviews";"ConQ";2
"ysqle-trec-2010-95-0";"indexed annuity pros cons";"ConQ";1
"ysqle-trec-2010-95-1";"indexed annuity rating";"ConQ";1
"ysqle-trec-2010-96-0";"american standard toilet";"ConQ";1
"ysqle-trec-2010-96-1";"toilet";"ConQ";1
"ysqle-trec-2010-97-0";"kiwi fruit";"ConQ";1
"ysqle-trec-2010-97-1";"grow kiwi tree";"ConQ";1
"ysqle-trec-2010-98-0";"star trek";"LQ";2
"ysqle-trec-2010-98-1";"star trek voyager";"LQ";2
"ysqle-trec-2010-99-0";"buy volvo semi trucks";"ConQ";2
"ysqle-trec-2010-99-1";"reviews xc90";"ConQ";2
"ysqle-trec-2011-1-0";"peace corp";"LQ";2
"ysqle-trec-2011-1-1";"peace corp apply";"ConQ";2
"ysqle-trec-2011-1-2";"peace corp application";"ConQ";2
"ysqle-trec-2011-10-0";"crisis intervention";"ConQ";2
"ysqle-trec-2011-10-1";"crisis intervention prlsofessiona";"ConQ";2
"ysqle-trec-2011-10-2";"crisis intervention professional services";"ConQ";2
"ysqle-trec-2011-10-3";"crisis intervention services";"ConQ";2
"ysqle-trec-2011-11-0";"hawaii real estate family resale OR foreclosure";"ConQ";2
"ysqle-trec-2011-11-1";"hawaii real estate family resale OR foreclosure news";"ConQ";2
"ysqle-trec-2011-11-2";"hawaii real estate family resale value house OR condo news";"ConQ";2
"ysqle-trec-2011-11-3";"hawaii real estate average resale value house OR condo news";"ConQ";2
"ysqle-trec-2011-12-0";"taylor manor hospital";"LQ";1
"ysqle-trec-2011-12-1";"taylor manor hospital map";"ConQ";1
"ysqle-trec-2011-12-2";"taylor manor maryland";"LQ";1
"ysqle-trec-2011-12-3";"taylorhealth location";"ConQ";2
"ysqle-trec-2011-13-0";"employ warrant officer";"ConQ";1
"ysqle-trec-2011-13-1";"employ warrant officer military services";"ConQ";1
"ysqle-trec-2011-13-2";"salary of warrant officer";"ConQ";1
"ysqle-trec-2011-13-3";"job of warrant officer";"ConQ";1
"ysqle-trec-2011-14-0";"training   management";"ConQ";1
"ysqle-trec-2011-14-1";"training   management   hotels?";"ConQ";1
"ysqle-trec-2011-14-2";"training   management    benefits?";"ConQ";1
"ysqle-trec-2011-14-3";"why   training   management    benefits?";"ConQ";1
"ysqle-trec-2011-14-4";"why  management studies   benefits?";"ConQ";1
"ysqle-trec-2011-14-5";"why  management studies  benefits?";"ConQ";1
"ysqle-trec-2011-14-6";"qualifications   management degree?";"ConQ";1
"ysqle-trec-2011-14-7";"degree    hotel management?";"ConQ";1
"ysqle-trec-2011-15-0";"hardees";"LQ";2
"ysqle-trec-2011-15-1";"hardees locations";"ConQ";2
"ysqle-trec-2011-15-2";"hardees affiliates";"ConQ";2
"ysqle-trec-2011-16-1";"hardees corporate offices";"ConQ";2
"ysqle-trec-2011-17-0";"berkley insurance";"LQ";2
"ysqle-trec-2011-17-1";"berkley insurance about us";"ConQ";2
"ysqle-trec-2011-17-2";"berkley insurance about us";"ConQ";2
"ysqle-trec-2011-18-0";"earthquake data";"ConQ";2
"ysqle-trec-2011-18-1";"earthquake incidence worldwide";"ConQ";2
"ysqle-trec-2011-18-2";"earthquake mapping";"ConQ";2
"ysqle-trec-2011-19-0";"Iwo Jima facts";"ConQ";1
"ysqle-trec-2011-19-1";"Iwo Jima island  facts";"ConQ";1
"ysqle-trec-2011-19-2";"Iwo Jima travel";"ConQ";1
"ysqle-trec-2011-2-0";"event planning studying college";"CatQ";100
"ysqle-trec-2011-2-1";"event planning college";"CatQ";100
"ysqle-trec-2011-20-0";"dooney bourke look alike purses";"CatQ";100
"ysqle-trec-2011-20-1";"pictures of dooney bourke look alike purses";"ConQ";100
"ysqle-trec-2011-20-2";"dooney bourke purses";"CatQ";100
"ysqle-trec-2011-21-0";"dooney and bourke imitations";"CatQ";100
"ysqle-trec-2011-21-1";"dooney and bourke replicas";"CatQ";100
"ysqle-trec-2011-21-2";"dooney and bourke replicas makers";"CatQ";100
"ysqle-trec-2011-22-0";"shoulder joint pain";"ConQ";1
"ysqle-trec-2011-22-1";"shoulder joint pain nhs";"ConQ";2
"ysqle-trec-2011-23-0";"History of DSEC";"ConQ";1
"ysqle-trec-2011-23-1";"History of dupont science essay contest";"ConQ";1
"ysqle-trec-2011-24-0";"DuPont Science Essay Contest";"LQ";1
"ysqle-trec-2011-24-1";"DuPont Science Essay Contest History";"ConQ";1
"ysqle-trec-2011-24-2";"What is the DuPont Science Essay Contest?";"QQ";1
"ysqle-trec-2011-24-3";"When was the DSEC created?";"QQ";1
"ysqle-trec-2011-25-0";"collagen vascular disease causes symptoms treatments effects";"ConQ";1
"ysqle-trec-2011-25-1";"CVD causes symptoms treatments";"ConQ";1
"ysqle-trec-2011-25-2";"collagen vascular disease causes symptoms treatments";"ConQ";1
"ysqle-trec-2011-26-0";"lake murray";"LQ";2
"ysqle-trec-2011-26-1";"lake murray fishing";"ConQ";2
"ysqle-trec-2011-26-2";"lake murray largest fish";"ConQ";3
"ysqle-trec-2011-27-0";"define: menorraghia";"ConQ";1
"ysqle-trec-2011-27-1";"heavy periods operation";"ConQ";1
"ysqle-trec-2011-28-0";"Nicknames what are";"ConQ";4
"ysqle-trec-2011-28-1";"derivation of nickname";"ConQ";4
"ysqle-trec-2011-28-2";"thesaurus nickname";"RQ";2
"ysqle-trec-2011-29-0";"Charles Basil";"LQ";2
"ysqle-trec-2011-29-1";"Charles Basil";"LQ";2
"ysqle-trec-2011-29-2";"Basil family";"RQ";2
"ysqle-trec-2011-3-0";"renal cancer treatment   experiments";"ConQ";1
"ysqle-trec-2011-3-1";"renal cancer treatment";"ConQ";1
"ysqle-trec-2011-30-0";"Charles Basil biography";"ConQ";2
"ysqle-trec-2011-30-1";"Charles Basil acomplishments";"ConQ";2
"ysqle-trec-2011-30-2";"Basil  Charles";"LQ";2
"ysqle-trec-2011-31-0";"Greenland highschool new hampshire";"LQ";1
"ysqle-trec-2011-31-1";"Greenland high school";"LQ";2
"ysqle-trec-2011-32-0";"greenland high school new hampshire";"LQ";1
"ysqle-trec-2011-32-1";"greenland high school new hampshire";"LQ";1
"ysqle-trec-2011-32-2";"greenland high school";"LQ";2
"ysqle-trec-2011-33-0";"join job corp";"ConQ";2
"ysqle-trec-2011-33-1";"join job corps";"ConQ";2
"ysqle-trec-2011-34-0";"legal system";"ConQ";1
"ysqle-trec-2011-34-1";"zhaopei";"LQ";2
"ysqle-trec-2011-34-2";"fee of advice";"ConQ";1
"ysqle-trec-2011-34-3";"type lawyer advice";"ConQ";1
"ysqle-trec-2011-35-0";"skagit valley herald";"LQ";1
"ysqle-trec-2011-35-1";"skagitvalleyherald.com";"LQ";1
"ysqle-trec-2011-35-2";"www.skagitvalleyherald.com";"LQ";1
"ysqle-trec-2011-35-3";"skagit valley herald created";"ConQ";2
"ysqle-trec-2011-35-4";"skagit valley herald founded";"ConQ";2
"ysqle-trec-2011-35-5";"skagit valley herald circulation";"ConQ";2
"ysqle-trec-2011-35-6";"skagit valley demographics";"ConQ";2
"ysqle-trec-2011-35-7";"skagit county";"LQ";1
"ysqle-trec-2011-35-8";"skagit valley noted";"ConQ";2
"ysqle-trec-2011-35-9";"skagit valley history";"ConQ";2
"ysqle-trec-2011-36-0";"black powder ammunition";"ConQ";2
"ysqle-trec-2011-36-1";"wikipedia black powder";"ConQ";2
"ysqle-trec-2011-36-2";"black powder inventor";"ConQ";2
"ysqle-trec-2011-37-0";"black powder ammunition wiki";"ConQ";2
"ysqle-trec-2011-37-1";"gun powder wiki";"ConQ";2
"ysqle-trec-2011-37-2";"inventor of gunpowder";"ConQ";2
"ysqle-trec-2011-37-3";"usage of gunpowder";"ConQ";2
"ysqle-trec-2011-37-4";"history of gunpowder use";"ConQ";2
"ysqle-trec-2011-38-0";"spain weather system";"ConQ";1
"ysqle-trec-2011-38-1";"spain weather system annual";"ConQ";1
"ysqle-trec-2011-38-2";"spain annual rainfall temperature";"ConQ";1
"ysqle-trec-2011-39-0";"Houston community college about";"ConQ";2
"ysqle-trec-2011-39-1";"Houston community college location";"ConQ";2
"ysqle-trec-2011-4-0";"groin infections";"ConQ";2
"ysqle-trec-2011-4-1";"patient.co..uk";"LQ";2
"ysqle-trec-2011-4-2";"nhs choice";"LQ";2
"ysqle-trec-2011-40-0";"houston community college location";"ConQ";2
"ysqle-trec-2011-40-1";"houston community college associated high schools?";"CatQ";2
"ysqle-trec-2011-40-2";"houston community college curriculum";"ConQ";2
"ysqle-trec-2011-41-0";"Jay-Z production company";"ConQ";2
"ysqle-trec-2011-41-1";"Jay-Z marry";"ConQ";2
"ysqle-trec-2011-41-2";"Jay-Z albums";"ConQ";2
"ysqle-trec-2011-42-0";"Iraqi defector Curveball details";"ConQ";2
"ysqle-trec-2011-42-1";"Curveball wiki";"ConQ";2
"ysqle-trec-2011-43-0";"IMG";"LQ";1
"ysqle-trec-2011-43-1";"international management group";"LQ";1
"ysqle-trec-2011-43-2";"vijay singh img";"ConQ";2
"ysqle-trec-2011-44-0";"Merrill lynch Cheif exec";"ConQ";2
"ysqle-trec-2011-44-1";"Merrill lynch";"LQ";1
"ysqle-trec-2011-44-2";"Merrill lynch headquarters";"ConQ";2
"ysqle-trec-2011-45-0";"merrill lynch background";"ConQ";2
"ysqle-trec-2011-45-1";"merrill lynch CEO HQ";"ConQ";2
"ysqle-trec-2011-45-2";"merrill lynch location";"ConQ";2
"ysqle-trec-2011-45-3";"merrill lynch location headquarters";"ConQ";2
"ysqle-trec-2011-45-4";"merrill lynch alternative name";"ConQ";2
"ysqle-trec-2011-46-0";"first partial face transplant";"ConQ";1
"ysqle-trec-2011-46-1";"isabelle dinoire criticisms";"ConQ";2
"ysqle-trec-2011-46-2";"isabelle dinoire ethics";"ConQ";2
"ysqle-trec-2011-47-0";"AMT";"LQ";2
"ysqle-trec-2011-47-1";"AMT and Tax";"ConQ";2
"ysqle-trec-2011-47-2";"AMT and Tax and congress";"ConQ";2
"ysqle-trec-2011-48-0";"Irving Berlin birthplace";"ConQ";2
"ysqle-trec-2011-48-1";"Irving Berlin list of songs";"CatQ";2
"ysqle-trec-2011-48-2";"Irving Berlin complete list of songs";"CatQ";2
"ysqle-trec-2011-48-3";"complete list of songs of Irving Berlin";"CatQ";2
"ysqle-trec-2011-49-0";"cunard cruise lines";"LQ";2
"ysqle-trec-2011-49-1";"carnival uk";"ConQ";1
"ysqle-trec-2011-49-2";"cunard cruise lines director";"ConQ";2
"ysqle-trec-2011-49-3";"cunard cruise lines managing director";"ConQ";2
"ysqle-trec-2011-5-0";"medicare fraud";"ConQ";2
"ysqle-trec-2011-5-1";"medicare fraud criteria";"ConQ";2
"ysqle-trec-2011-50-0";"harry potter and the goblet of fire";"LQ";2
"ysqle-trec-2011-50-1";"harry potter and the goblet of fire book";"ConQ";1
"ysqle-trec-2011-50-2";"harry potter and the goblet of fire book translations";"ConQ";2
"ysqle-trec-2011-50-3";"harry potter and the goblet of fire translations languages";"CatQ";2
"ysqle-trec-2011-51-0";"jasper fforde chronology";"ConQ";2
"ysqle-trec-2011-51-1";"jasper fforde questions answers contents";"ConQ";2
"ysqle-trec-2011-51-2";"jasper fforde thursday next site";"ConQ";2
"ysqle-trec-2011-52-0";"founder Guinness Brewery";"ConQ";2
"ysqle-trec-2011-52-2";"Guinness Brewmaster 2006";"ConQ";2
"ysqle-trec-2011-52-3";"Guinness 2006";"ConQ";2
"ysqle-trec-2011-52-4";"alcohol percent Guinnes";"ConQ";1
"ysqle-trec-2011-53-0";"Guinness brewery established";"ConQ";2
"ysqle-trec-2011-53-1";"Guinness brewmaster 2006";"ConQ";2
"ysqle-trec-2011-53-2";"Guinness brewmaster  2006";"ConQ";2
"ysqle-trec-2011-53-3";"Guinness sales per day Ireland";"ConQ";1
"ysqle-trec-2011-53-4";"Guinness sale of pints per day Ireland";"ConQ";1
"ysqle-trec-2011-53-5";"percent of alcohol by volume in Guinness";"ConQ";1
"ysqle-trec-2011-53-6";"stout breweries  uk";"CatQ";2
"ysqle-trec-2011-54-0";"hybrid vehicle sales usa";"ConQ";1
"ysqle-trec-2011-54-1";"first ever hybrid car";"ConQ";2
"ysqle-trec-2011-54-2";"percentage sales of hybrid vehicles in 2004 usa";"ConQ";1
"ysqle-trec-2011-54-3";"hybrid vehicle sales as percentage in 2004 usa";"ConQ";1
"ysqle-trec-2011-55-0";"American girl dolls";"LQ";2
"ysqle-trec-2011-55-1";"New York American Girl dolls price";"ConQ";1
"ysqle-trec-2011-55-2";"New York American Girl dolls cost";"ConQ";1
"ysqle-trec-2011-55-3";"American Girl dolls cost $";"ConQ";1
"ysqle-trec-2011-55-4";"American Girl doll retail price";"ConQ";1
"ysqle-trec-2011-55-5";"American Girl doll wiki";"ConQ";1
"ysqle-trec-2011-55-6";"American Girl wiki";"ConQ";1
"ysqle-trec-2011-56-0";"chanel company";"ConQ";1
"ysqle-trec-2011-56-1";"chanel museum exhibition clothing";"ConQ";2
"ysqle-trec-2011-56-2";"chanel president";"ConQ";2
"ysqle-trec-2011-56-3";"chanel clothes award ceremonies women";"ConQ";2
"ysqle-trec-2011-56-4";"chanel top fragrance";"ConQ";4
"ysqle-trec-2011-56-5";"chanel top fragrance in the world";"ConQ";4
"ysqle-trec-2011-57-0";"2005 presidential election in Egypt";"ConQ";1
"ysqle-trec-2011-57-1";"2005 presidential election in Egypt, forgery";"ConQ";2
"ysqle-trec-2011-57-2";"2005 presidential election, Egypt, poster cost";"ConQ";2
"ysqle-trec-2011-58-0";"2005 world snooker championships";"LQ";2
"ysqle-trec-2011-58-1";"2005 world snooker championship";"LQ";1
"ysqle-trec-2011-58-3";"world snooker tournaments annually";"CatQ";2
"ysqle-trec-2011-58-4";"world snooker tournaments";"CatQ";2
"ysqle-trec-2011-58-5";"world snooker reigning superstar";"ConQ";4
"ysqle-trec-2011-58-6";"snooker reigning superstar";"ConQ";4
"ysqle-trec-2011-59-0";"marsupials ecology behaviour";"ConQ";2
"ysqle-trec-2011-59-1";"marsupials cartoon";"CatQ";3
"ysqle-trec-2011-59-2";"tasmanian tiger";"ConQ";1
"ysqle-trec-2011-6-0";"paramount founded";"ConQ";1
"ysqle-trec-2011-6-1";"paramount founders";"ConQ";2
"ysqle-trec-2011-60-0";"where do marsupials keep their young";"QQ";1
"ysqle-trec-2011-60-1";"non-extinct marsupials";"CatQ";3
"ysqle-trec-2011-60-3";"marsupials";"CatQ";3
"ysqle-trec-2011-60-4";"largest meat eating marsupial";"ConQ";3
"ysqle-trec-2011-60-5";"marsupial outside australia";"CatQ";3
"ysqle-trec-2011-60-6";"marsupial manure";"ConQ";1
"ysqle-trec-2011-60-8";"marsupial cartoon character";"CatQ";3
"ysqle-trec-2011-61-0";"alan greenspan";"LQ";1
"ysqle-trec-2011-61-1";"longest serving Federal Reserve Chairman";"ConQ";3
"ysqle-trec-2011-62-0";"History of FISA";"ConQ";2
"ysqle-trec-2011-62-1";"FISA wiretap applications";"CatQ";2
"ysqle-trec-2011-62-2";"FISA judges serving term";"ConQ";2
"ysqle-trec-2011-63-0";"FISA";"LQ";1
"ysqle-trec-2011-63-1";"judges on fisa court";"ConQ";2
"ysqle-trec-2011-63-2";"1990 FISA wiretap applications";"CatQ";3
"ysqle-trec-2011-63-3";"judges FISA court";"ConQ";2
"ysqle-trec-2011-63-4";"judges FISA court 2005";"ConQ";2
"ysqle-trec-2011-64-0";"australia wine export data";"ConQ";1
"ysqle-trec-2011-64-1";"australia wine export to United States";"ConQ";2
"ysqle-trec-2011-64-2";"australia female winemaker";"CatQ";100
"ysqle-trec-2011-65-0";"Australian wine Yellowtail";"ConQ";2
"ysqle-trec-2011-65-1";"Australian female winemakers";"CatQ";100
"ysqle-trec-2011-65-2";"Australia female wine makers";"CatQ";100
"ysqle-trec-2011-65-3";"Australia wine";"CatQ";100
"ysqle-trec-2011-66-0";"Australian wine award 2011";"ConQ";2
"ysqle-trec-2011-66-1";"Shiraz predominant grape Australia";"ConQ";2
"ysqle-trec-2011-66-2";"Australia wine export to US";"ConQ";2
"ysqle-trec-2011-66-3";"Yellowtail wine Australia";"ConQ";2
"ysqle-trec-2011-66-4";"female winemakers Australia";"CatQ";100
"ysqle-trec-2011-66-5";"female winemakers site:.com.au";"ConQ";3
"ysqle-trec-2011-67-0";"joseph steffen";"LQ";1
"ysqle-trec-2011-67-2";"joseph steffen wikipedia";"ConQ";1
"ysqle-trec-2011-68-0";"jack nicholson imdb";"ConQ";1
"ysqle-trec-2011-68-1";"jack nicholson co stars";"CatQ";10
"ysqle-trec-2011-68-2";"jack nicholson  and his co stars";"CatQ";10
"ysqle-trec-2011-68-3";"co stars of jack nicholson";"CatQ";10
"ysqle-trec-2011-68-4";"jack nicholson";"LQ";1
"ysqle-trec-2011-69-0";"space sounds like astronauts";"ConQ";1
"ysqle-trec-2011-69-1";"space sound like astronauts";"ConQ";1
"ysqle-trec-2011-7-0";"cosmetic laser treatment";"ConQ";1
"ysqle-trec-2011-7-1";"wikipedia cosmetic laser treatment";"ConQ";1
"ysqle-trec-2011-7-2";"uses for cosmetic laser treatment";"ConQ";1
"ysqle-trec-2011-70-0";"frequency hematology report";"ConQ";1
"ysqle-trec-2011-70-1";"frequency hematology report body chemistry";"ConQ";1
"ysqle-trec-2011-71-0";"pest control how to";"ConQ";2
"ysqle-trec-2011-71-1";"pest control courses";"ConQ";2
"ysqle-trec-2011-71-2";"pest control manual how-to";"ConQ";2
"ysqle-trec-2011-72-0";"how accurate are home pregnancy tests";"QQ";2
"ysqle-trec-2011-72-1";"which home pregnancy tests are most accurate";"QQ";4
"ysqle-trec-2011-73-0";"history of crossword puzzle";"ConQ";2
"ysqle-trec-2011-73-1";"crossword puzzle wiki";"ConQ";2
"ysqle-trec-2011-74-0";"hospital anxiety and depression scale scales references";"ConQ";2
"ysqle-trec-2011-74-1";"hospital anxiety and depression scale scales anxiety is";"ConQ";2
"ysqle-trec-2011-75-0";"introduction trust fund";"ConQ";1
"ysqle-trec-2011-75-1";"wiki trust fund";"ConQ";1
"ysqle-trec-2011-75-2";"trust fund";"ConQ";1
"ysqle-trec-2011-76-0";"glenohumeral subluxation";"ConQ";1
"ysqle-trec-2011-76-2";"glenohumeral";"ConQ";1
"ysqle-trec-2011-8-0";"cosmetic laser treatment* and safe*";"ConQ";1
"ysqle-trec-2011-8-1";"cosmetic laser treatment* and efficac*";"ConQ";1
"ysqle-trec-2011-8-2";"cosmetic laser treatment* and effective*";"ConQ";1
"ysqle-trec-2011-8-3";"define:cosmetic laser treatment*";"ConQ";1
"ysqle-trec-2011-8-4";"laser treatment beauty safety";"ConQ";1
"ysqle-trec-2011-8-5";"laser treatment about";"ConQ";1
"ysqle-trec-2011-8-6";"laser treatment definition";"ConQ";1
"ysqle-trec-2011-8-7";"(beauty or cosmetic) and laser treatment";"ConQ";1
"ysqle-trec-2011-9-0";"who invented motorized bicycle";"QQ";2
"ysqle-trec-2011-9-1";"motorized bike versus motorcycle";"ConQ";2
"ysqle-trec-2011-9-2";"motorized bike driving licences in USA";"ConQ";2
"ysqle-trec-2012-1-0";"US tax code 403 (b)";"ConQ";2
"ysqle-trec-2012-1-1";"US tax code 403 (b) eligibility";"ConQ";2
"ysqle-trec-2012-10-0";"designer dogs moral";"ConQ";1
"ysqle-trec-2012-10-1";"designer dogs";"CatQ";1
"ysqle-trec-2012-11-0";"russian submarine Kursk sinks";"ConQ";2
"ysqle-trec-2012-11-1";"russian submarine Kursk fleet";"ConQ";2
"ysqle-trec-2012-11-2";"russian submarine Kursk on-board commander";"ConQ";2
"ysqle-trec-2012-11-3";"kursk commander";"ConQ";2
"ysqle-trec-2012-11-4";"kursk submarine commander";"ConQ";2
"ysqle-trec-2012-11-5";"kursk sink express regret";"ConQ";1
"ysqle-trec-2012-11-6";"kursk countries express regret";"CatQ";3
"ysqle-trec-2012-11-7";"kursk 2000 countries express regret";"CatQ";3
"ysqle-trec-2012-11-8";"kursk UK subs in area";"CatQ";3
"ysqle-trec-2012-12-0";"Kursk russia today";"ConQ";2
"ysqle-trec-2012-12-1";"russiatoday.ru";"LQ";1
"ysqle-trec-2012-13-0";"kursk russian sinking";"ConQ";2
"ysqle-trec-2012-13-1";"kursk russian sinking US submarines";"ConQ";2
"ysqle-trec-2012-14-0";"Kursk submarine 2000";"ConQ";1
"ysqle-trec-2012-14-1";"Kursk submarine 2000 politics";"ConQ";1
"ysqle-trec-2012-15-0";"russian politics kursk submarine";"ConQ";1
"ysqle-trec-2012-15-1";"russia politics kursk submarine";"ConQ";1
"ysqle-trec-2012-16-0";"Kursk   Barents see   Russian politics";"ConQ";2
"ysqle-trec-2012-16-1";"Kursk   Barents see   Russian politics   causes";"ConQ";2
"ysqle-trec-2012-16-2";"Kursk   Barents sea   causes";"ConQ";2
"ysqle-trec-2012-17-0";"india government policy miss universe";"ConQ";1
"ysqle-trec-2012-17-1";"indian government policy miss universe";"ConQ";1
"ysqle-trec-2012-18-0";"Indian politics   Miss Universe";"ConQ";1
"ysqle-trec-2012-18-1";"politics Indian Miss Universe";"ConQ";1
"ysqle-trec-2012-18-2";"politics 1994-2000  Indian Miss Universe";"ConQ";1
"ysqle-trec-2012-19-1";"port arthur massacre victims";"CatQ";1
"ysqle-trec-2012-2-0";"403(b) retirement plan";"ConQ";2
"ysqle-trec-2012-2-1";"personal IRA";"ConQ";2
"ysqle-trec-2012-2-2";"personal IRA v 403 (b)";"ConQ";2
"ysqle-trec-2012-2-3";"personal IRA or 403 (b)";"ConQ";2
"ysqle-trec-2012-2-4";"help retirement plan";"ConQ";1
"ysqle-trec-2012-20-0";"port arthur";"LQ";2
"ysqle-trec-2012-21-0";"port arthur massacre";"LQ";1
"ysqle-trec-2012-21-1";"port arthur massacre australia";"ConQ";2
"ysqle-trec-2012-21-2";"Port Arthur Massacre Australia names died";"ConQ";2
"ysqle-trec-2012-21-3";"Port Arthur Massacre Australia victims names";"ConQ";2
"ysqle-trec-2012-22-0";"gun homicides australia";"ConQ";2
"ysqle-trec-2012-22-1";"martin bryant port arthur massacre";"ConQ";2
"ysqle-trec-2012-22-2";"port arthur massacre";"LQ";1
"ysqle-trec-2012-22-3";"port arthur massacre australia";"ConQ";2
"ysqle-trec-2012-22-4";"gun homicides australia after 1996";"ConQ";1
"ysqle-trec-2012-23-0";"port arthur martin bryant";"ConQ";2
"ysqle-trec-2012-23-1";"port arthur martin bryant gun crime";"ConQ";2
"ysqle-trec-2012-24-0";"france world cup winners";"CatQ";10
"ysqle-trec-2012-24-1";"france 1998 final";"ConQ";2
"ysqle-trec-2012-24-2";"france vs brazil 1998 stadium";"ConQ";2
"ysqle-trec-2012-25-1";"when france win world cup";"QQ";2
"ysqle-trec-2012-25-2";"france versus who world cup 1998";"ConQ";2
"ysqle-trec-2012-25-3";"france versus who world cup 1998 final score";"ConQ";2
"ysqle-trec-2012-25-4";"nickname for france football team in world cup 1998";"ConQ";2
"ysqle-trec-2012-25-5";"stadium final world cup 1998";"ConQ";2
"ysqle-trec-2012-25-6";"coach france football team world cup 1998";"ConQ";2
"ysqle-trec-2012-26-0";"france world cup 1998";"LQ";1
"ysqle-trec-2012-26-1";"france world cup 1998 reactions";"ConQ";1
"ysqle-trec-2012-26-2";"france world cup 1998 stock markets";"ConQ";1
"ysqle-trec-2012-27-0";"stock market response to 1988 world cup";"ConQ";1
"ysqle-trec-2012-27-2";"french world cup 1998";"ConQ";1
"ysqle-trec-2012-28-0";"france world cup 98 reaction stock market";"ConQ";1
"ysqle-trec-2012-28-1";"france world cup 98 reaction";"ConQ";1
"ysqle-trec-2012-28-2";"france world cup 98";"LQ";1
"ysqle-trec-2012-29-0";"bollywood";"LQ";1
"ysqle-trec-2012-29-1";"bollywood stars";"CatQ";100
"ysqle-trec-2012-29-2";"bollywood beverly hills";"ConQ";2
"ysqle-trec-2012-29-4";"world film industries";"CatQ";10
"ysqle-trec-2012-3-0";"teach yourself programming";"ConQ";1
