ID;QUERY;CAT;DIFFICULTY
ysqle-trec-2011-39-1;houston community college location;ConQ;2
ysqle-yahoo-503-2;houstonzoo.org;LQ;1
ysqle-trec-2011-72-0;how accurate are home pregnancy tests;QQ;2
ysqle-trec-2012-64-4;how do sunspots effect us;QQ;1
ysqle-trec-2013-68-3;how does healthcare work in the usa for employed people?;QQ;2
ysqle-yahoo-336-5;how many calories in a banana;QQ;1
ysqle-yahoo-336-9;how many cc in a ml;ConQ;1
ysqle-yahoo-336-10;how many ccie in the world;QQ;1
ysqle-yahoo-523-21;how many references on a resume;QQ;1
ysqle-yahoo-518-5;how many teaspoons in 1 4 cup;ConQ;1
ysqle-yahoo-336-6;how much water to drink daily;QQ;1
ysqle-trec-2012-58-1;how roof installation prevent heat;ConQ;1
ysqle-yahoo-400-1;how soon can you feel pregnancy symptoms;QQ;1
ysqle-trec-2010-57-1;how to build a chain link fence;ConQ;1
erd14-TREC-32;how to build a fence;ConQ;1
ysqle-trec-2013-53-0;how to get a pay raise;ConQ;1
ysqle-trec-2013-50-7;how to get fit safely;ConQ;1
ysqle-trec-2012-70-1;how to help depressed person;QQ;1
ysqle-yahoo-379-0;how to measure a door;ConQ;1
ysqle-yahoo-333-0;how to paint a car;ConQ;1
ysqle-yahoo-333-1;how to paint a car at home;ConQ;1
ysqle-trec-2013-11-0;how to quit smoking;ConQ;1
ysqle-yahoo-493-19;how to reactivate facebook;ConQ;1
ysqle-trec-2013-116-0;how to succeed in new venture;ConQ;1
ysqle-yahoo-83-1;how to switch back to classic mail;QQ;1
ysqle-yahoo-336-7;how to tie a tie;QQ;1
erd14-TREC-33;hp mini 2140;LQ;2
ysqle-yahoo-509-1;hsv 2;LQ;2
ysqle-yahoo-330-0;hu jintao steps down;ConQ;1
esdbpediav2-SemSearch_ES-94;hugh downs;LQ;1
ysqle-yahoo-258-0;hugh grant;LQ;1
ysqle-trec-2010-91-0;hughes internet;LQ;2
ysqle-yahoo-313-0;hulu;LQ;1
ysqle-yahoo-101-8;human barbie;LQ;2
ysqle-trec-2010-54-1;humane society;ConQ;2
ysqle-yahoo-25-0;hunnington ingalls;LQ;2
ysqle-trec-2010-56-0;hunting;ConQ;2
ysqle-trec-2010-56-1;hunting arizona;ConQ;2
ysqle-trec-2010-93-1;hunting regulations in arizona;ConQ;1
ysqle-trec-2010-93-0;hunting trips in arizona;ConQ;1
ysqle-trec-2011-54-3;hybrid vehicle sales as percentage in 2004 usa;ConQ;1
ysqle-trec-2011-54-0;hybrid vehicle sales usa;ConQ;1
ysqle-yahoo-519-3;hydrocodone chlorphen er suspension;ConQ;1
ysqle-trec-2012-44-1;hydroelectric power;ConQ;1
ysqle-trec-2012-44-2;hydroelectric power environment;ConQ;1
ysqle-trec-2012-45-1;hydropower efficiency;ConQ;1
ysqle-trec-2012-44-0;hydropower renewable resource;ConQ;1
ysqle-yahoo-197-0;icbc knowledge test online;ConQ;2
ysqle-yahoo-422-2;ideas for college care packages;ConQ;1
ysqle-trec-2010-106-1;identify different types of moths;ConQ;1
ysqle-yahoo-302-0;igo 8;LQ;2
ysqle-yahoo-302-1;igo 8 maps;ConQ;2
ysqle-yahoo-139-4;illinois lottery;LQ;1
erd14-TREC-34;illinois state tax;ConQ;2
ysqle-yahoo-521-1;imdb;LQ;1
esdbpediav2-SemSearch_ES-36;imdb batman returns;ConQ;2
ysqle-yahoo-494-1;imdb nashville;ConQ;2
ysqle-trec-2011-43-0;img;LQ;1
ysqle-trec-2012-91-1;impact of collagen vascular disease;ConQ;1
erd14-TREC-35;income tax return online;ConQ;2
ysqle-yahoo-186-3;indeed.com;LQ;1
ysqle-trec-2010-76-0;indexed annuity;ConQ;1
ysqle-trec-2010-76-1;indexed annuity pros and cons;ConQ;1
ysqle-trec-2010-95-0;indexed annuity pros cons;ConQ;1
ysqle-trec-2010-95-1;indexed annuity rating;ConQ;1
ysqle-trec-2012-17-0;india government policy miss universe;ConQ;1
esdbpediav2-INEX_LD-2010004;indian food;ConQ;2
ysqle-trec-2012-17-1;indian government policy miss universe;ConQ;1
ysqle-trec-2012-18-0;indian politics miss universe;ConQ;1
ysqle-trec-2012-61-0;indian wedding culture rituals;ConQ;1
ysqle-trec-2012-61-1;indian wedding customs;ConQ;1
ysqle-trec-2012-62-0;indian wedding rituals;ConQ;1
erd14-TREC-36;indiana child support;ConQ;2
erd14-TREC-37;indiana state fairgrounds;ConQ;2
ysqle-trec-2010-73-1;inexpensive wedding;ConQ;1
ysqle-trec-2013-74-0;infant development cultural differences;ConQ;1
ysqle-trec-2013-72-1;infant development cultural effects;ConQ;1
ysqle-trec-2013-74-4;infant development milestone cultural competence;ConQ;1
ysqle-trec-2013-74-3;infant development milestone cultural differences;ConQ;1
ysqle-trec-2013-74-2;infant development milestone cultural effects;ConQ;1
ysqle-trec-2013-74-5;infant development milestone developed and third world countries;ConQ;1
ysqle-trec-2013-74-1;infant development western eastern cultures;ConQ;1
ysqle-trec-2013-73-1;infant different developmental milestones depending on culture;ConQ;1
ysqle-trec-2013-57-16;infant milestones cultural;ConQ;1
ysqle-trec-2013-57-17;infant milestones differences;ConQ;1
ysqle-trec-2013-57-15;infant milestones variations;ConQ;1
ysqle-trec-2013-72-11;infant or child development cultural differences;ConQ;1
ysqle-trec-2013-72-10;infant or child development effect of culture;COnQ;1
ysqle-trec-2013-72-2;infant or child development intitle:culture;ConQ;1
ysqle-trec-2013-72-3;infant or child development milestones;ConQ;1
ysqle-trec-2013-72-5;infant or child development milestones +research;ConQ;1
ysqle-trec-2013-72-4;infant or child development milestones research;ConQ;1
ysqle-trec-2013-72-6;infant or child development milestones site:ac.uk;ConQ;2
ysqle-trec-2013-72-0;infants development culture;ConQ;1
ysqle-yahoo-328-0;infinity dish;LQ;1
ysqle-trec-2013-26-4;information regarding the boston pops conductor;ConQ;2
ysqle-trec-2013-26-5;information regarding the boston pops manager;ConQ;2
ysqle-trec-2010-17-0;injuries forearm pain;ConQ;1
ysqle-trec-2013-117-0;innovation;ConQ;1
ysqle-yahoo-504-2;inside out movie;ConQ;1
ysqle-trec-2012-58-0;install roof insulation;ConQ;1
esdbpediav2-INEX_LD-20120532;intellectual property rights lobby;ConQ;2
ysqle-trec-2011-43-1;international management group;LQ;1
ysqle-trec-2013-63-1;internet phone;ConQ;1
erd14-TREC-38;internet phone service;ConQ;2
ysqle-trec-2013-35-1;internet phones voip experiences cheapest;ConQ;2
ysqle-trec-2013-35-2;internet phones voip reviews;ConQ;1
ysqle-yahoo-256-0;internet speed test;ConQ;2
ysqle-yahoo-490-2;intersection grand rapids;LQ;1
erd14-TREC-39;interview thank you;ConQ;2
ysqle-yahoo-508-5;into the woods;LQ;1
ysqle-trec-2011-75-0;introduction trust fund;ConQ;1
ysqle-trec-2010-46-0;inuyasha;LQ;2
ysqle-trec-2010-46-1;inuyasha games;CatQ;2
ysqle-trec-2011-37-2;inventor of gunpowder;ConQ;2
esdbpediav2-SemSearch_ES-118;iowa energy;LQ;1
erd14-TREC-40;iowa food stamp program;ConQ;2
ysqle-trec-2013-36-7;ip balso telefonija;ConQ;2
ysqle-trec-2013-36-6;ip telefonas;ConQ;2
ysqle-trec-2013-36-4;ip telefonija;ConQ;2
ysqle-trec-2013-36-5;ip telefonija kaunas;ConQ;2
ysqle-trec-2013-36-3;ip telefonijos paslaugos;ConQ;2
ysqle-yahoo-319-0;ipad 2 black friday deals;ConQ;1
ysqle-yahoo-126-1;iphone;LQ;2
ysqle-yahoo-425-6;iphone 5;ConQ;1
ysqle-yahoo-220-2;iphone5 rumors;ConQ;1
ysqle-yahoo-197-11;iran fired on drone;ConQ;1
ysqle-trec-2011-42-0;iraqi defector curveball details;ConQ;2
ysqle-trec-2013-60-4;ireland irish leader crisis action;ConQ;2
ysqle-trec-2013-60-3;ireland spanish leader crisis action;ConQ;2
ysqle-trec-2010-10-0;iron in food;ConQ;1
ysqle-yahoo-432-0;iron sky dvd;ConQ;1
ysqle-yahoo-491-3;ironman coeur d alene;LQ;1
ysqle-yahoo-129-1;irvine california;LQ;1
ysqle-trec-2011-48-0;irving berlin birthplace;ConQ;2
ysqle-trec-2011-48-2;irving berlin complete list of songs;CatQ;2
ysqle-trec-2011-48-1;irving berlin list of songs;CatQ;2
ysqle-yahoo-501-0;is lean cuisine healthy;QQ;1
ysqle-trec-2013-75-6;is marijuana worse for your health than alcohol?;QQ;1
ysqle-yahoo-340-1;is tithing required;QQ;1
ysqle-trec-2013-22-6;isabelle dino*;LQ;2
ysqle-trec-2013-22-4;isabelle dinoire;LQ;1
ysqle-trec-2011-46-1;isabelle dinoire criticisms;ConQ;2
ysqle-trec-2011-46-2;isabelle dinoire ethics;ConQ;2
ysqle-trec-2013-22-7;isabelle face transplants;ConQ;2
ysqle-trec-2011-19-0;iwo jima facts;ConQ;1
ysqle-trec-2011-19-1;iwo jima island facts;ConQ;1
ysqle-trec-2011-19-2;iwo jima travel;ConQ;1
esdbpediav2-SemSearch_ES-37;jack johnson;LQ;1
ysqle-trec-2011-68-4;jack nicholson;LQ;1
ysqle-trec-2011-68-0;jack nicholson imdb;ConQ;1
ysqle-yahoo-140-8;jack pardee cancer;ConQ;1
esdbpediav2-SemSearch_ES-38;jack the ripper;LQ;1
ysqle-yahoo-502-15;jack wilshere;LQ;1
ysqle-yahoo-508-6;jackson hurst;LQ;1
ysqle-yahoo-246-2;jaco costa rica;LQ;1
esdbpediav2-SemSearch_ES-39;james caldwell high school;LQ;1
esdbpediav2-SemSearch_ES-40;james clayton md;LQ;2
ysqle-yahoo-340-0;jamie grace;LQ;1
ysqle-trec-2011-51-0;jasper fforde chronology;ConQ;2
ysqle-trec-2011-51-1;jasper fforde questions answers contents;ConQ;2
ysqle-trec-2011-51-2;jasper fforde thursday next site;ConQ;2
erd14-TREC-41;jax chemical company;LQ;1
ysqle-yahoo-79-0;jay cutler injury;ConQ;1
ysqle-trec-2011-41-2;jay-z albums;ConQ;2
ysqle-trec-2011-41-1;jay-z marry;ConQ;2
ysqle-trec-2011-41-0;jay-z production company;ConQ;2
ysqle-yahoo-426-3;jcpennys;LQ;1
ysqle-yahoo-140-6;jeb bush;LQ;1
ysqle-yahoo-117-1;jenner divorce rumors;ConQ;2
ysqle-yahoo-461-5;jennifer lawrence;LQ;1
ysqle-trec-2013-27-0;jeopardy;LQ;1
ysqle-trec-2013-29-0;jeopardy (game show);ConQ;1
ysqle-trec-2013-29-1;jeopardy (game show) wikipedia;ConQ;1
ysqle-trec-2013-28-0;jeopardy game show;ConQ;1
ysqle-trec-2013-28-1;jeopardy game show history;ConQ;1
ysqle-trec-2013-27-1;jeopardy gameplay;ConQ;1
ysqle-trec-2013-27-2;jeopardy video;ConQ;1
ysqle-yahoo-486-1;jicama;ConQ;1
ysqle-yahoo-43-3;jim durham dies;ConQ;1
ysqle-yahoo-126-3;jim mora;LQ;1
esdbpediav2-SemSearch_ES-41;joan of arc;LQ;1
ysqle-trec-2011-13-3;job of warrant officer;ConQ;1
ysqle-yahoo-507-11;job search;ConQ;1
ysqle-trec-2013-82-0;jobs from business phds;ConQ;1
ysqle-trec-2010-75-1;jobs michigan;ConQ;2
esdbpediav2-SemSearch_ES-119;john elliott;LQ;1
ysqle-yahoo-413-0;john elway dodge greeley;LQ;1
esdbpediav2-INEX_LD-2012311;john lennon yoko ono album starting over;LQ;1
esdbpediav2-SemSearch_LS-18;john lennon, parents;RQ;2
esdbpediav2-SemSearch_ES-42;john maxwell;LQ;1
ysqle-yahoo-117-2;john mccain;LQ;1
ysqle-trec-2011-33-0;join job corp;ConQ;2
ysqle-trec-2011-33-1;join job corps;ConQ;2
ysqle-yahoo-111-0;jon gruden rumors;ConQ;2
ysqle-trec-2011-67-0;joseph steffen;LQ;1
ysqle-trec-2011-67-2;joseph steffen wikipedia;ConQ;1
ysqle-trec-2013-130-0;jp morgan chase;LQ;1
ysqle-trec-2013-18-6;jp morgan chase annual report;ConQ;1
ysqle-trec-2013-19-2;jp morgan chase computational scientist profile;ConQ;1
ysqle-trec-2013-102-0;jp morgan chase data centers;ConQ;2
ysqle-trec-2013-19-1;jp morgan chase data centres vs google;ConQ;2
ysqle-trec-2013-18-5;jp morgan chase overview;ConQ;1
ysqle-trec-2013-19-3;jp morgan computational scientist profile;ConQ;1
ysqle-trec-2013-17-1;jp morgan data;ConQ;2
ysqle-trec-2013-19-4;jp morgan data center news;ConQ;1
ysqle-trec-2013-17-2;jp morgan data centers investment;ConQ;2
ysqle-yahoo-40-0;jpac;LQ;2
ysqle-trec-2011-63-3;judges fisa court;ConQ;2
ysqle-trec-2011-63-4;judges fisa court 2005;ConQ;2
ysqle-trec-2011-63-1;judges on fisa court;ConQ;2
esdbpediav2-INEX_LD-2012307;july, 1850 president died millard fillmore sworn following day;ConQ;2
ysqle-trec-2010-114-1;junk yard;ConQ;2
ysqle-yahoo-244-0;juventus streak ends;ConQ;1
ysqle-yahoo-490-3;jw marriott grand rapids;LQ;1
ysqle-yahoo-516-6;kahala theaters;CatQ;2
ysqle-yahoo-516-8;kaneohe theaters;CatQ;2
ysqle-trec-2013-12-2;kansas city chiefs fixtures;ConQ;2
ysqle-trec-2013-13-6;kansas city history;ConQ;2
ysqle-trec-2013-12-1;kansas city hotels airport;CatQ;2
erd14-TREC-42;kansas city mo;LQ;2
ysqle-trec-2013-13-7;kansas city things to do;ConQ;2
ysqle-trec-2013-13-5;kansas city wikipedia;ConQ;2
ysqle-yahoo-325-1;kanye west deposed;ConQ;1
ysqle-yahoo-180-0;kardashian holiday card;ConQ;2
ysqle-yahoo-26-0;karl roves bad night;ConQ;1
ysqle-yahoo-232-0;katy perry skintight ballot;ConQ;1
ysqle-trec-2010-41-0;kcs;LQ;1
ysqle-trec-2010-41-1;kcs petrohawk;ConQ;2
esdbpediav2-SemSearch_ES-45;keith urban;LQ;1
ysqle-yahoo-113-3;kelly carlson;LQ;1
erd14-TREC-43;kenmore gas water heater;ConQ;2
ysqle-trec-2013-31-4;kentucky derby museum;LQ;1
ysqle-trec-2012-83-0;kenya cooking traditional;ConQ;1
ysqle-trec-2012-83-1;kenya cooking traditional swahili;ConQ;1
ysqle-trec-2012-84-1;kenya swahili traditional food recipes;ConQ;1
ysqle-trec-2012-82-1;kenyan recipe;ConQ;1
ysqle-yahoo-516-4;keolu theaters;CatQ;2
ysqle-trec-2013-50-4;keto diet;ConQ;1
ysqle-trec-2013-50-5;keto diet wikipedia;ConQ;1
ysqle-yahoo-24-0;kgrs;LQ;1
ysqle-yahoo-196-1;kim kardashian;LQ;1
ysqle-yahoo-468-3;kindle fire;LQ;1
esdbpediav2-SemSearch_ES-47;king arthur;LQ;1
ysqle-yahoo-491-0;king of new york;LQ;1
ysqle-trec-2010-97-0;kiwi fruit;ConQ;1
ysqle-yahoo-436-0;kmart;LQ;1
ysqle-yahoo-409-2;kohls;LQ;1
ysqle-trec-2010-128-1;korean language;ConQ;2
ysqle-yahoo-518-7;kristen renton;LQ;1
ysqle-yahoo-101-3;kristen stewart desperate;ConQ;2
ysqle-yahoo-523-7;kristen wiig;LQ;1
ysqle-yahoo-382-1;kurir;LQ;1
ysqle-trec-2012-38-0;kurosawa;LQ;2
ysqle-trec-2012-38-1;kurosawas wife;RQ;2
ysqle-trec-2012-16-2;kursk barents sea causes;ConQ;2
ysqle-trec-2012-16-0;kursk barents see russian politics;ConQ;2
ysqle-trec-2012-16-1;kursk barents see russian politics causes;ConQ;2
ysqle-trec-2012-11-3;kursk commander;ConQ;2
ysqle-trec-2012-12-0;kursk russia today;ConQ;2
ysqle-trec-2012-13-0;kursk russian sinking;ConQ;2
ysqle-trec-2012-13-1;kursk russian sinking us submarines;ConQ;2
ysqle-trec-2012-11-5;kursk sink express regret;ConQ;1
ysqle-trec-2012-14-0;kursk submarine 2000;ConQ;1
ysqle-trec-2012-14-1;kursk submarine 2000 politics;ConQ;1
ysqle-trec-2012-11-4;kursk submarine commander;ConQ;2
ysqle-yahoo-171-0;ky powerball;ConQ;1
ysqle-yahoo-514-0;la criada bien criada;LQ;1
ysqle-yahoo-47-0;la grange;LQ;2
ysqle-yahoo-47-1;la grange tx;LQ;2
ysqle-yahoo-491-5;lake hope state park;LQ;1
ysqle-trec-2011-26-0;lake murray;LQ;2
ysqle-trec-2011-26-1;lake murray fishing;ConQ;2
ysqle-yahoo-308-2;lakeshore ford;LQ;1
ysqle-yahoo-375-1;lamborghini reventon;LQ;1
ysqle-yahoo-512-0;lancaster movie showtimes;ConQ;1
ysqle-yahoo-420-0;lance armstrong in effigy;ConQ;1
ysqle-yahoo-431-0;langham creek high school;LQ;1
ysqle-yahoo-13-0;lark voorhies;LQ;1
ysqle-trec-2011-8-5;laser treatment about;ConQ;1
ysqle-trec-2011-8-4;laser treatment beauty safety;ConQ;1
ysqle-trec-2011-8-6;laser treatment definition;ConQ;1
erd14-TREC-44;last supper painting;LQ;2
ysqle-yahoo-91-1;latest lakers rumors;ConQ;1
esdbpediav2-SemSearch_ES-49;laura bush;LQ;1
esdbpediav2-SemSearch_ES-50;laura steele bob and tom;ConQ;2
ysqle-yahoo-132-1;laurel park mall;LQ;2
ysqle-trec-2013-40-4;law center to prevent gun violence;ConQ;1
esdbpediav2-SemSearch_ES-120;lawrence general hospital;LQ;1
ysqle-yahoo-456-4;lawrence guyot dies;ConQ;1
ysqle-yahoo-500-3;lawrence movie theaters;CatQ;2
ysqle-yahoo-79-1;led zeppelin;LQ;1
ysqle-yahoo-150-2;lee macphail dies;ConQ;1
ysqle-yahoo-334-2;lefeld implement coldwater ohio;LQ;1
ysqle-trec-2010-1-0;legal advice;ConQ;1
ysqle-trec-2011-34-0;legal system;ConQ;1
ysqle-trec-2013-75-2;legality alcohol history;ConQ;1
ysqle-trec-2013-75-3;legality alcohol history maijuana;ConQ;1
ysqle-trec-2013-75-4;legality alcohol history marijuana;ConQ;1
ysqle-trec-2013-75-0;legality alcohol marijuana;ConQ;1
ysqle-trec-2013-75-1;legality alcohol marijuana history;ConQ;1
ysqle-trec-2013-123-0;legality gun control;ConQ;1
ysqle-yahoo-252-0;legalzoom;LQ;1
ysqle-yahoo-139-5;lenscrafters;LQ;1
ysqle-yahoo-375-0;les miserables;LQ;1
ysqle-yahoo-274-0;lexington county sc;LQ;1
ysqle-yahoo-226-3;life of pi;LQ;1
esdbpediav2-SemSearch_LS-21;lilly allen parents;RQ;2
ysqle-yahoo-186-1;linc inc;LQ;1
esdbpediav2-SemSearch_ES-52;lincoln park;LQ;2
ysqle-yahoo-360-1;lindsay lohan cancels;ConQ;1
ysqle-yahoo-477-1;linkedin;LQ;1
ysqle-trec-2010-125-0;liquids in carry-on;ConQ;1
ysqle-trec-2010-5-1;list of diets;CatQ;1
ysqle-yahoo-521-2;little treasures sale louisville ky;LQ;1
ysqle-yahoo-441-0;liverpool news;ConQ;2
ysqle-yahoo-441-1;liverpool news now;ConQ;2
erd14-TREC-45;living in india;ConQ;2
ysqle-yahoo-458-1;liz claiborne outlet;LQ;1
ysqle-yahoo-523-8;lmfao;LQ;1
ysqle-trec-2013-52-3;loans for business;CatQ;1
ysqle-trec-2013-52-4;loans for business us government;CatQ;1
ysqle-trec-2013-52-1;loans for entrepreneurship;CatQ;1
ysqle-trec-2013-52-2;loans for entrepreneurship switzerland;CatQ;1
ysqle-trec-2013-85-2;local travel information los angeles;ConQ;1
ysqle-trec-2013-18-4;location jp morgan chase + center;ConQ;2
ysqle-trec-2013-18-3;location jp morgan chase +data centers;ConQ;2
ysqle-trec-2013-18-2;location jp morgan chase data centers;ConQ;2
ysqle-yahoo-500-2;loews theater methuen ma;ConQ;2
ysqle-yahoo-64-0;lolo jones world cup;ConQ;2
ysqle-trec-2013-6-1;long term care insurance;ConQ;1
ysqle-trec-2013-6-5;long term care insurance -usa;ConQ;1
ysqle-trec-2013-6-2;long term care insurance uk;ConQ;1
ysqle-trec-2013-6-4;long term care insurance united kingdom or britain or england;ConQ;1
ysqle-trec-2013-6-0;long-term care insurance;ConQ;1
ysqle-trec-2013-7-5;long-term care insurance comparisons -job;ConQ;1
ysqle-trec-2013-7-4;long-term care insurance review;ConQ;1
ysqle-trec-2013-7-1;long-term care insurance wiki;ConQ;1
ysqle-trec-2013-7-6;long-term care vs life insurance;ConQ;1
ysqle-trec-2013-7-7;long-term care vs life insurance -job;ConQ;1
ysqle-yahoo-516-1;longs hawaii kai;ConQ;1
ysqle-yahoo-407-1;loretta swit turns 75;ConQ;1
ysqle-yahoo-507-15;los angeles blue line schedule;ConQ;1
ysqle-yahoo-507-4;los angeles national forest;LQ;1
ysqle-yahoo-523-6;louise lasser;LQ;1
ysqle-yahoo-6-0;louisville courier journal;LQ;1
ysqle-trec-2010-123-1;low carb diet;ConQ;1
ysqle-trec-2010-5-0;low carb high fat diet;ConQ;1
erd14-TREC-46;lower heart rate;ConQ;1
ysqle-yahoo-510-8;lowes;LQ;1
ysqle-yahoo-298-0;lowes.com;LQ;1
ysqle-yahoo-101-7;lumbar spinal stenosis;LQ;1
ysqle-yahoo-490-8;lumineers stubborn love video;ConQ;1
ysqle-yahoo-199-0;lung cancer;ConQ;1
ysqle-yahoo-43-4;luxembourg wedding;ConQ;2
erd14-TREC-47;lymphoma in dogs;ConQ;2
esdbpediav2-SemSearch_ES-53;lynchburg virginia;LQ;2
ysqle-yahoo-523-9;m.i.a;LQ;2
ysqle-yahoo-507-5;macana;ConQ;1
ysqle-yahoo-336-1;macho camacho critical;ConQ;1
ysqle-yahoo-341-2;mackenzie childs;RQ;2
ysqle-yahoo-341-1;mackenzie foy;LQ;1
ysqle-yahoo-67-2;macy cyber monday;ConQ;1
ysqle-yahoo-273-4;macys;LQ;1
ysqle-trec-2010-44-0;madagascar penguin pics;ConQ;1
erd14-TREC-48;madam cj walker;LQ;1
ysqle-yahoo-502-1;madison theater;LQ;1
esdbpediav2-SemSearch_ES-95;madrid;LQ;2
ysqle-yahoo-71-0;mail;ConQ;1
ysqle-yahoo-254-0;makita;LQ;1
ysqle-trec-2013-69-3;malaria donations;ConQ;1
ysqle-trec-2013-69-2;malaria economy;ConQ;1
ysqle-trec-2013-69-1;malaria economy africa;ConQ;1
ysqle-trec-2013-69-0;malaria impact on economy africa;ConQ;1
ysqle-yahoo-513-3;man of steel 2013;LQ;1
ysqle-yahoo-513-4;man of steel shirtless;ConQ;2
ysqle-yahoo-157-0;man sues ugly baby;ConQ;1
ysqle-yahoo-266-0;map;ConQ;2
ysqle-trec-2013-39-4;map albany hospital ny;ConQ;1
erd14-TREC-49;map of brazil;ConQ;2
ysqle-yahoo-246-3;map of costa rica;ConQ;2
ysqle-yahoo-250-0;map of israel;ConQ;2
erd14-TREC-50;map of the united states;ConQ;2
ysqle-trec-2013-39-3;map suny albany hospital;ConQ;1
ysqle-yahoo-269-0;mapquest;LQ;1
ysqle-yahoo-474-4;mapquest directions driving directions;ConQ;1
ysqle-trec-2013-87-3;maps;ConQ;1
ysqle-trec-2013-87-2;maps.bing.com;LQ;1
esdbpediav2-SemSearch_ES-54;marc anthony;LQ;1
ysqle-trec-2013-20-0;march madness;LQ;2
ysqle-trec-2013-20-7;march madness 2012 number teams;ConQ;1
ysqle-trec-2013-20-3;march madness 2012 runner up;ConQ;1
ysqle-trec-2013-21-1;march madness ncaa;LQ;1
ysqle-trec-2013-20-10;march madness semi finals;ConQ;2
ysqle-trec-2013-20-8;march madness slang;ConQ;1
ysqle-trec-2013-20-9;march madness slang expression;ConQ;1
ysqle-yahoo-33-1;maria sharapova;LQ;1
ysqle-yahoo-407-2;mariano rivera decision;ConQ;1
ysqle-yahoo-340-4;marilyn and sarah;LQ;2
esdbpediav2-SemSearch_ES-56;mario bros;LQ;2
ysqle-yahoo-492-5;mark sanchez;LQ;1
ysqle-yahoo-492-6;mark sanchez buttfumble video;ConQ;1
ysqle-trec-2011-60-6;marsupial manure;ConQ;1
ysqle-trec-2011-59-0;marsupials ecology behaviour;ConQ;2
erd14-TREC-51;martha stewart and imclone;ConQ;2
ysqle-trec-2010-67-0;martin aircraft;LQ;2
ysqle-trec-2012-22-1;martin bryant port arthur massacre;ConQ;2
esdbpediav2-SemSearch_ES-57;martin luther king;LQ;2
esdbpediav2-SemSearch_ES-58;mason ohio;LQ;1
ysqle-yahoo-508-1;masters 7 cinemas;LQ;1
ysqle-yahoo-398-3;mayim bialik divorce;ConQ;2
erd14-TREC-52;mayo clinic jacksonville fl;LQ;1
ysqle-yahoo-308-0;mediacom cable;LQ;1
ysqle-trec-2011-5-0;medicare fraud;ConQ;2
ysqle-trec-2011-5-1;medicare fraud criteria;ConQ;2
esdbpediav2-SemSearch_LS-25;members of u2?;CatQ;2
ysqle-trec-2012-35-2;merck and co;LQ;1
ysqle-trec-2012-35-3;merck and co policies;ConQ;1
ysqle-trec-2012-35-1;merck and co. lobbying;ConQ;1
ysqle-trec-2012-36-0;merck lobby united states policy;ConQ;1
ysqle-trec-2012-36-2;merck lobbying;ConQ;1
ysqle-trec-2012-37-1;merck lobbying us policy;ConQ;1
ysqle-trec-2012-36-1;merck lobbyist united states policy legislation;ConQ;1
esdbpediav2-SemSearch_ES-59;mercy hospital in des moines, ia;LQ;1
ysqle-yahoo-470-2;merrill;LQ;1
ysqle-trec-2011-44-1;merrill lynch;LQ;1
ysqle-trec-2011-45-4;merrill lynch alternative name;ConQ;2
ysqle-trec-2011-45-0;merrill lynch background;ConQ;2
ysqle-trec-2011-45-1;merrill lynch ceo hq;ConQ;2
ysqle-trec-2011-44-0;merrill lynch cheif exec;ConQ;2
ysqle-trec-2011-44-2;merrill lynch headquarters;ConQ;2
ysqle-trec-2011-45-2;merrill lynch location;ConQ;2
ysqle-trec-2011-45-3;merrill lynch location headquarters;ConQ;2
ysqle-yahoo-470-3;merrill lynch online;ConQ;1
ysqle-yahoo-501-12;met rx protein plus;LQ;2
ysqle-trec-2013-97-0;methods and programs for quitting smoking;CatQ;1
ysqle-yahoo-507-17;metro;ConQ, LQ;2
ysqle-yahoo-507-13;metro blue line schedule;ConQ;1
ysqle-yahoo-248-10;mi;LQ;1
ysqle-yahoo-251-1;michael cuddyer;LQ;1
ysqle-yahoo-251-2;michael curry;LQ;1
esdbpediav2-SemSearch_ES-60;michael douglas;LQ;1
ysqle-yahoo-502-11;michael essien;LQ;1
ysqle-yahoo-325-0;michael jordan banned;ConQ;1
esdbpediav2-SemSearch_ES-123;michael zimmerman;LQ;1
ysqle-trec-2010-142-1;michigan unemployed;ConQ;1
ysqle-trec-2010-142-0;michworks;ConQ;2
ysqle-yahoo-118-0;microsoft tablet surface;LQ;1
ysqle-yahoo-390-0;midwives;ConQ;1
ysqle-yahoo-493-14;milan lucic;LQ;1
ysqle-yahoo-493-15;milan lucic girlfriend;RQ;2
ysqle-yahoo-425-7;mile-wide asteroid;ConQ;1
ysqle-yahoo-495-11;miley cyrus drugs;ConQ;1
ysqle-yahoo-425-0;miley cyrus wedding planning;ConQ;1
erd14-TREC-53;milwaukee journal sentinel;LQ;1
ysqle-yahoo-15-0;mimeo board;LQ;1
ysqle-yahoo-6-7;minneapolis star tribune;LQ;1
ysqle-yahoo-321-1;missing girl dragged by hair;ConQ;2
ysqle-yahoo-248-13;mister rogers;LQ;2
ysqle-yahoo-248-14;mistral;LQ;1
ysqle-yahoo-248-15;mistress fortune;LQ;1
ysqle-trec-2010-30-0;mitchell college;LQ;1
ysqle-trec-2010-71-1;mitchell college admissions;ConQ;2
ysqle-trec-2010-71-0;mitchell college athletics;ConQ;2
ysqle-yahoo-81-0;mlive;LQ;1
ysqle-yahoo-400-3;modern payments website;ConQ;1
ysqle-yahoo-502-12;modric;LQ;1
ysqle-yahoo-475-3;mohawk carpet;LQ;2
ysqle-yahoo-517-1;mom movie reviews;ConQ;1
